,reviews,Prediksi
42,udh 5 tahun belanja di lazada.sangat memuaskan,positif
43,"cepat, dan bagus ðŸ™lazada semoga jaya",positif
44,setelah d update klo lagi cariÂ² barng yg mau d beli suka leg bget nyesel gw update,negatif
45,"lazada makin kesini makin ga ada voucer gratis ongkir nya padahal belanja 50 masa ga ada gratis ongkir, mana mahal bngt lagi ongkirny 20ðŸ‘ŠðŸ»",netral
46,"Aplikasi yg mudah di gunakan, saya sering belanja dgn cara COD, di aplikasi Lazada banyak barang yg ditawarkan dgn cara pembayaran COD di 70%, ya saya suka saya suka",positif
47,lazada sekarang bayak pedagang gelap saya order kadang orderan saya ga di kirimÂ² keterangan ya masih aja peros terus uda di gahari masih aja di toko ya ga ada pemberitahuan sama sekali tolong perusahaan lazada kasih tindakan buat pedagang yg ga serius di blokir aja toko yaðŸ™,negatif
48,sangat puasa belanja di lazada,positif
49,paling suka belanja di lazana ini,positif
50,tokonya di update kebnyak toko sudah tidak beroperasi lagi,positif
51,lazada makin kesini sellernya makin banyak penipuan,netral
52,"saya sangat menyukai lazada, mudah memilih dan belanja sgala kebutuhan apapun itu.keren lazada.smoga lebih baik lagi ke depannya",positif
53,belanja utk keperluan beraktifitas sehari-hari,positif
54,"Gila sih ne lazada ongkir 100rb mau beli lemari plastik, ðŸ˜€ di shopee gratis ongkir , setelah check shopee lebih murah 124rb di banding lazada, , untuk belum beli di lazada ,",netral
55,"oke buat sy belanja disini.saran saya untuk penjual kalau yg bintang 4,4 di blok aja sama yg gak bisa cod karena kemungkinan penipuan",netral
56,"diaplikasi ini banyak penjual nakal, ngirim barang gk sesuai iklan saya sudah 2Ã— kena tipu. kalau bisa pihak aplikator nge banned penjual nakal supaya tidak ada lagi korban",netral
57,"ini saya kasih bintang 4 dulu krena ad yg kurang menurut saya,itu d sistem cod ny. klu bisa cod ny dibikin kaya apl sebelah, yg mana bisa.d cek dulu (cod cek dulu) bukan ny apÂ² klu buat barang pesanan diatas 500rb keatas pengguna pada takut, uang hilang. dah itu aja sih klu buat yg lain gk ad masalah semua OkðŸ‘. dan buat bintang 5 ny nanti saya update setelah ad update lanjutan dari lazada ny seperti yg saya ulas. tks ðŸ‘",netral
58,"jujur ya,saya memang senang belanja di lazada karna suka dapat promp tapi kadang ongkir nya beyond expectation(di luar ekspetasi) gede banget ongkirnya pernah sampai ratusan padahal harga asli 12 ribuan jadi ratusan kecewa si, sampe mikir ini bug ternyata udah di cek berkali kali masih sama aja",negatif
59,lazada teman belaja aku segala sesuatu ada pertanian kumplit tapi yang masih aku hawatir masih banyak toko toko baru yang bikin hawatir dengan harga ga murah tapi bohong,positif
60,saya seneng belanja d lazada banyak promony,positif
61,belanja bebas pilih barang,positif
62,udah jadi e-commerce andalan emang lazada is the best,positif
63,apk yang sangat bagus dan bermanfaat buat kita belanja tanpa ribet cukup pesan apa yang kita inginkan,positif
64,"terimakasih, sangat membantu untuk memenuhi kebutuhan yang diperlukan",positif
65,"dulu pernah ragu berbelanja dilazada,tapi setelah ada perbaikan layanan dilazada dan belanja beberapa kali , kepercayaan semakin baik ...",positif
66,Sejauh ini saya mengunakan baik tapi selalu ada kendala di pengiriman entah itu knp ada status gagal trs,netral
67,"suka banget belanja di lazada udah sekitar 4/5tahun, cuman sekarang gak ada gratis ongkir tanpa minimal order, sayang banget, bikin aku belanja di tempat lain untuk barang receh, tapi semoga kedepannya di adain lagi ya, biar makin sering belanja di lazada kayak dulu...",positif
68,banyak pilihan dan kualitas sesuai harga,positif
69,parapenjual pada amanah pengiriman cepat,positif
70,pesanan barang suka benar suka salah pengirimannya,positif
71,sangat membantu saya untuk belanja dan slalu tepat waktu,positif
72,sangat murah2 harga nyaðŸ˜Š,positif
73,aku ksih 5 karna pengirimnya cept tp jjur klu blnja s lazada GK ad yg c.o.d sekli yg c.o.d barangy biasa aZ..GK ky shope semua c.o.d,netral
74,lazada kebanyakan gabisa cod bh jdi kita yg mau pesan barang gabisa cod,netral
75,"Tolong perbaiki, jangan kelamaan loding pas buka apknya, padahal jaringan bagusðŸ—¿ðŸ—¿ðŸ—¿",netral
76,pelayanannya baik dan lebih hemat semoga lazada bisa jadi yang sepesial selamanya,positif
77,saya sudah 4 x order di lazada kecewa terus sekarang saya takut belanja di lasada sekarang Kurir lazada makin ga jelas pada sereng maksa dan tidak tanggu jawab kalo terus begini lazada pasti tumbang.kirim man ga ada konfermasi di wa tidak di jawab di tunggu ga jelas jam berapa apa orang yang order harus santai di rumah saja,positif
78,respon seller cepat biaya ongkir murah... pokoknya siiip,positif
79,"semoga semakin menaikkan kinerja nya dgan kurir rsmah pengemasan baik DTG barang pun baik , inti nya sama,, amanah. terimakasih semoga semakin jaya lazada dgan saran ini , ingat barang yg rusak Jagan di bungkus atwa di kirimin.",positif
80,"semoga aplikasi ini semakin amanah,banyak promo producknya",positif
81,mohon perhatian buat lazada.game lazz panen sekarang sdh tipuÂ².barang gak dikirim dan sdh terjadi berulang kali.kita komplien malah robot yg jawab jadi tidak ada solusi.mohon ditindak lanjuri,netral
82,"Lazada luar biasa, puas belanja di toko ini..",positif
83,apk nya sih bagus. tapi tokonya jualan barang bekas gak bermutu,positif
84,sy selalu berlangganan di lazada cm hrs ditingkatkan lg klu gk ada jgn dipaksakan dikirim ini yg buat vendor2 lazada klu barangnya gk ada masih aja dikirim udah itu kadang salah tdk sesuai dgn diskripsionya,netral
85,suka belanjanya semoga semakin baik,positif
86,apklu ganggu banget iklannya anj,negatif
87,"lagi seneng2nya belanja di Lazada, eh tapi tiap hari ko gratis ongkirnya hilang. gak ada gratis ongkir minimal belanja rp 0. harus belanja dulu minimal 65rb baru gratis ongkir 10rb. jadi belanja ini itu mahal ongkirnya.",netral
88,semua ada dan cepat,positif
89,tingkatkan lagi kualitas barangnya agar selalu sesuai dengan gambar.. saat pengiriman sampai,positif
90,Saya suka belanja di Lazada karena mudah bisa cod dan murah meriah,positif
91,"sy puas blnja di lazada,pengiriman cepat,brng nya tidak mengecewakan,dan penganter paket pun baik dan tanggung jawab,trima kasih lazada dan semua nya.",positif
92,"aku tidak belanja dl utk saat ini krn voucher gratis ongkirnya ga ada,dan klo pun ada sangat diluar nurul..ðŸ˜Œ.tolong dong lazada balikin lg kemudahan belanja dan voucherÂ² nya yg berpihak sm konsumen.",netral
93,"kalau masih belum mampu mengirim paket dengan cepat seperti shopee gak usah ada opsi LEX Prioritas atau Sameday, sangat mengecewakan.",positif
94,Kenapa sekarang sekarang ini lazada lambat banget pengiriman pketnya. Udh 3 hari barang masih di kemas aja,netral
95,belanja dilazada oke banget!,positif
96,"barang sesuai pesanan,pengiriman cepat",positif
97,"sekarang jarang banget belanja, biasanya hampir setiap hari karena seneng aja banya voucher free ongkirnya, sekarang tidak ada free ongkir sama sekali, tolong dong seperti dulu lagi banyak voucher free ongkir jadi supaya bisa belanja lagi, sekarang kslo mau belanja mikir dulu lebih mshal ongkir ketimbang barang yang mau di beli jujur sih ini yang membuat males belanja lagi, untuk kecepatan pengiriman bagus cepet tapi untuk ongkir nggak ðŸ‘ŽðŸ™…",netral
98,semoga lancar dan amanah para penjualnya.amiiin,positif
99,selalu belanja disini,positif
100,sangat membantu kebutuhan keluarga.,positif
101,"Kecewa, gak seru !! sekarang Lazada gratis ongkir minimal belanja 20 ribu gak ada , oke !! tidak masalah, mungkin ini kode dari Lazada kepada para pelanggam setianya agar mereka semua pindah belanja ke platfon lain.",netral
102,"suka. mudah-mudahan barang yg datang sesuai dengan yg di gambar,/ video.",positif
103,knp sekarang lazada banyak bugnya fitur game dan laz reward dan game knp pda ilang sendiri lama main game tinggal panen buat meringankan pesanan tapi tiba tiba ilang udh gtu ongkirnya sekarang mahal lgi,netral
104,"mudah ""n barang sesuai gambar",positif
105,Makin lama ongkirnya makin mahal wkwk edited: gilak sekarang udah nyampe min belanja 60rb kemarin masih oke lah ya min belanja 30rb dah dapet gratis ongkir sekarang?boroÂ² mahal di ongkir,netral
106,app bagus tida lemot bagi yang suka belanja inilah aplikasi yang bagus pengalaman belanja saya belum pernah kecewa semoga yang jualan pada jujur tidak bikin kecewa,positif
107,"mana voucher gratis ongkir belanja 20 ribu bahkan belanja 50 ribu sudah tidak ada gratis ongkir nya lagii, mangkin kesini lazada nggak jelas",netral
108,"bagus sih bagus, minus nya kebanyak iklan.. kadang ngga ada bisa ganti lazada sendiri, amit-amit.. kurang-kurang in deh iklan nya",negatif
109,lazada memang top belanja mudah banyak diskon mantab dah,positif
110,"woy anjg iklan lu ganggu banget, gw lg nonton film horror lu malah ganggu, padahal gw ga mencet layar HP gw tapi tibaÂ² langsung masuk apk ajah, tolong di perbaiki sistemnya, klo mau masang iklan jangan berlebihan bgo",negatif
111,pantes aplikasimu jarang ada peminatnya ongkirnya mahal + pengiriman juga lama di shope/tiktokshop pengiriman cepet 3 hari nyampe,netral
112,"Tindak tegas seler seler nakal...barang yang diiklankan tidak sesuai,deskripsi bertele tele,saya sudah laporkan beberapa toko ke pihak lazada,tapi tidak ditanggapi dengan serius,banyak penipuan di aplikasi ini..ongkir mahal,ngambil 2 barang dalam satu produk,ongkirnya jadi double...",netral
113,apik ini bagus selalu punya diskon,positif
114,terus ditingkatkan pelayanan terbaiknya,positif
115,"kenapa ongkirnya melebihi harga barangnya,mahal sekali. ðŸ˜­",netral
116,"iklannya meresahkan, saat saya main game terus iklannya lazada akhirannya selalu masuk ke aplikasi nya, kalau jarang mah gapapa, ini sering banget, bikin bad mood, minimal kalau iklan akhirannya jangan masuk ke aplikasinya, jadinya saya hapus deh lazada SMA saya kasih rating 1",negatif
117,gk perlu belanja ke luar,positif
118,mahalan ongkir nya dari pada harga barang nya co,netral
119,barangnya agak murah dibandingkan dengan shop yg lain,positif
120,"maf saya kurangi bintang nya,untuk pengiriman udah bagus cept tapi sayang kurir terlalu ngakalin harga sekian di pinta lbh dari harga barang mahal di ongkir,tolong klo kurir lama jangan di ganti saya lbh senang yg lama,mereka minta pembayaran sesuia harga kecuali gk ada kembalian saya kasih,tpi untuk kurir yg baru di pinta gk sesuia harga barang.makanya saya males jarang belanja di lazada,lebih sering di toko online sebelah murah di pinta cod sesuai harga plus gratis ongkir.",positif
121,sangat membantu untuk mendapat pengalaman berbelanja,positif
122,kurang suka belanja karena barang tidak bisa diterima di alamat lain selain Ciawi,positif
123,"tolong pihak lazada, toko yang tidak jujur dan reting rendah lebih baik disingkirkan, soalnya banyak yang kecewa, karena barang tidak sesuai sama pesanan... kalau sampe mempertahankan toko seperti itu, nama lazada akan jelek, kerena ulah pedagang nakal",positif
124,aplikasi nya membantu . dan murah murah lagi ketimbang aplikasi orange,positif
125,apalah akun gw sendiri di kunci karna alasan keamanan udah verivikasi pake email malah di suruh hubungi layanan pelanggan,negatif
126,"ini aplikasi terburuk, e-commerce terburuk barang yang di pesan tidak sampai, malah akun saya GK bisa di buka, gimana nasib uang saya, mau di cek GK bisa login gimana sih, di komplain malah bot yg jawab",negatif
127,"Saya suka belanja di Lazada, banyak pilihan barang, harga kompetitif dan layanan cepat sampai ðŸ‘ðŸ‘ðŸ‘",positif
128,barangnya kebanyakan bagus sesuai tapi ada juga yg kualitas barangnya tidak BB Agus dan tidak sesuai,positif
129,sangat puas dengan berbelanja di lazada...saya sudah langganan 6thn lebih..trimksih lazada..sukses selalu,positif
130,kadang ada yg mengecewakan kadang memuaskan juga,netral
131,"parah kurir lazada LEX ID.. pengiriman lebih cepat 1 hr dr estimasi, kebetulan saya ga ada di lokasi... langsung di batalkan sepihak oleh kurir dengan mengatakan konsumen membatalkan paket tersebut (berkesan menyalahkan konsumen hanya karna tidak adadi lokasi) padahal jelas2 ini ga sesuai estimasi.. parah nya kurir membuat WA palsu dengan nama saya. untuk lazada perbaiki pengiriman nya dan kurir nya. saya sudah 10 tahun lebih menggunakan aplikasi ini tp baru kali ini saya kecewa",positif
132,ga bisa dipake gratis ongkir nya,netral
133,"barang sesuai dan nyaman di pakai,mau co lagiðŸ˜„",positif
134,lazada memang luar biasa... harga murah dan kualitas barang bagus,positif
135,"Lazada tidak melindungi konsumen, walaupun sudah puluhan kali belanja, tahu gak kau bahwa pembeli itu adalah ""raja""! Tolong seller penipu di tertibkan! Kurir brengsek di buang! Laporkan yg menjual barang palsu ke polisi, biar mampus!! sampai sekian kali beli barang rusak, kapok gak belanja lagi di lazada",negatif
136,sudah lama menggunakan aplikasi lazada sangat bagus untuk berbelanja.,positif
137,alhamdulilah ini buat pesenan bagus makasih lazada,positif
138,selalu suka lazada produk byk yg ori,positif
139,"sudah tidak jelas lazada ini, saya sangat kecewah, ongkir mahal, pengiriman lambat.",netral
140,harus gratis ongkir karena ongkir nya sangat mahal,netral
141,sangat serba murah dan sama sesuai kebutuhan kita,positif
142,"ahh kyaknya pindah ke shopee nih,disini lama pakai, payah paylater gk ada pdahal sering belanja",netral
143,"pertama kali nyoba co di lazada karna biasanya selalu di shopee, tapi ternyata ngga memuaskan .. pesanan dari tgl 17 sampe tgl 26 ngga dikirim, saya coba wa kurir nya ehh jawabnya ngga ramah banget, udah gitu nggamau nganter sampe rumah cuma gara"" jalan nya ngga bagus, mana pesenan non cod lagi.. kalo pilih kurir yang niat kerja aja, trauma banget pesen di lazada ..",negatif
144,luar biasa bagus amanah toko nya,positif
145,pernah kecewa 1x barang yg di pesan tidak sesuai...di komplen ga ada respon..ingin coba lagi lewat lazada mudah2an jgn terjadi lagi..,positif
146,pantes aja kalah saing sma shopee dn tiktok barang hrganya mahal ongkir juga pelayanan kurang maksimal harga tidak sesuai di beranda giliran mau di pesan berubah jdi 2x lipat bhkan lebih,positif
147,sesuai barang cepat aman murah,positif
148,jujur saya belum pernah tertipu beli barang di lazada. penjual sangat dikawal dengan ketat,netral
149,belanja di lazada sangat memuaskan,positif
150,"ongkirnya mahal mahal, yang dapat gratis ongkir langka, tolong ongkirnya jangan terlalu besar konsumen jadi mikir kalo mau belanja pake aplikasi ini.",netral
151,"Min, tolong dong untuk kurir nya jangan cuma Ninja Van Id saja, boleh di tambah jasa ekspedisi yang lain. bukan tanpa alasan, beberapa kali paket selalu datang terlambat sampai beberapa hari, padahal estimasi waktu sudah jelas. Alasan oknum kurir, gak ada kurir yang masuk ke alamat tersebut jadi nunggu kurir yang masuk ke alamat tersebut. Tolong ya min dipertimbangkan, sayang banget kalau pelayanan Lazada sudah sangat bagus tapi jasa ekspedisi nya kurang bagus.ðŸ™",netral
152,"knp penukaran beras TDK bisa di lakukan,,,pada hal saya sering belanja disini dri pada di tiktok",netral
153,Sangat mudah dan cepat dlm pengiriman,positif
154,mahal banget ongkir nya sampe400ratusan lebih baik beli langsung gk nyampe segitu harga Nyanlemari 2susun aja sampe 1jt minta tolong ya buat yang bikin akun lazada di murah dikit ongkir nya hargain kami yang orang susah ambil ongkir paling 20 an aja,netral
155,pengiriman tepat waktu & kurirnya baik-baik,positif
156,semuanya dipermudah terimakasih untuk semuanya,positif
157,"gmna ni bkan nya ada prubhan yg ada Mlah turun terus, makin mles blnja d lazada, ongkir nya lbih mahal dari hrga brang nya terkadang. pantesan sepi. ayolah perbaiki sistem nya, yg mudah Mlah lbih mahal, manual aja dah ya.ðŸ¤”",netral
158,"Pokoknya aku puas sama LAZADA, makasih lazada ðŸ™ðŸ»â˜ºï¸",positif
159,mohon maaf saya kasih bintang 4 karna ada beberapa alasan pribadi saya yg tidak bisa di publikðŸ™ðŸ™ðŸ™untuk ongkir di akun saya tergolong mahal Namun lazada juga memiliki banyak Diskon2 yg memuaskan pengguna aplikasi lazada. untuk rincian pesan dan pengiriman juga jelas dan akurat. TerimakasihðŸ¤,positif
160,sangat membantu dalam masala perbelanjaan,positif
161,maksud bangetttt jir tbtb koin w kepotong 1.000 koin tanpa ada mya transaksi kocakkkkkk males bgt oon. Nanya ke CS cuma dijawab sm robot yang ga ngerti klo dikirim gambarðŸ˜– haduhhh,netral
162,tolong laz KLO blnja jgn harus mnggu total blnja 50 Bru gratis ongkir. tp di Bwah itu kasi jga gratis ongkir,netral
163,cepat transaksi nya dan produk nya bagus dan real,positif
164,sudah bertahun tahun langganan di lazada kita kecewa karena paylater jarang bisa digunakan transaksi kita pake paylater sering di tolak padahal kita selalu bayar tagihan tidak pernah lewat tgl jtuh tempo sekarang malah ada pemberitahuan paylater kita di nonaktifkan di tutup oke lazada terserah padamu sajah,negatif
165,sangat amana dan bagus murah murah,positif
166,"murah, gratis ongkir, cepet",positif
167,"banyak penjual penipu,ongkir mahal,aplikasi banyak macet,barang sering tidak sesuai iklan.",negatif
168,"baru pertama belanja pesanan malah tidak sampai, sudah 1 bulan pesanan masih di jalan, parah lazada",netral
169,"gue udah berlangganan lama di lazada,tapi baru kali ini gue kecewa dengan sistem lazada. gue baru ngaktifin paylater dan dapat limit 1jt,pas gue mau pake buat cicil 1 bulan paylater gue langsung di bekukan,pake aja blom tp udah di bekukan,utang juga gapunya gue di tempat2 lain,,,bangkelah",negatif
170,"percuma di kasih limit paylater, stiap mau d pake pasti langsung di bekukan.",negatif
171,sangat bagus dan membantu buat belanja,positif
172,sudah langganan selama hampir 4tahun.. kekurangan lazada proses retur nya lama bnget.. gak sat set kaya shoope,negatif
173,"banyak oknum seller asal2an, platform yg buat seller seenak udel jualannya sekelas lazzmall aja bisa batalin pesanan tanpa ada sanksi apapun. pembeli yg harus kena imbasnya. makin hari makin kacau ini platform",positif
174,mantap pokoknya deh.. klo bisa vocernya lebih bagus lgii,positif
175,"mudah, hemat , tepat dan berkualitas. serta komplit dari a sampe z...",positif
176,"harga sangat terjangkau,,biaya ongkir murah,",positif
177,lebih praktis untuk menimbang dan tentukan harga,positif
178,"lazada sekarang kenapa yaaa ongkirnya malah sekali,sekalipun pengiriman masih dari saru provinsi tapi mahal sampai 19 rb udh mulai gk srek sma lazadaðŸ‘Ž",netral
179,trimakasih belanja lebih mudah dan aman,positif
180,gila ya ongkir nya. lebih mahal ongkir nya dari pada harga barang yang mau di beli. malah jauh kali beda nya. keren kali ni lajada. mantap.,netral
181,barangnya bagus dan tidak kecewa,positif
182,mau login aja alasan keamanan hrus telpon cs pula ..padahal otp wa sesuai ...pembeli aja dipersulit 081320.....74,negatif
183,"baru pake apk ini udh dapet pengalaman buruk, mesen skincare yg dateng palsu ðŸ˜” padahal ulasan bgus' duh sedih bgt...",netral
184,sangat membantu belanja dengan mudah.,positif
185,"app sangat bgs sangat mudah untuk berbelanja sehari"" n praktis",positif
186,mantap klw ada duitnya belanja teruss.... ðŸ˜„,positif
187,"aplikasi ini sangat memudahkan untuk belanja,",positif
188,pengiriman cepat dan amanah,positif
189,"selalu menjadi yang termurah, tercepat dan terbaik",positif
190,saya sudah kembali ke Lazada sudah mulai aktif lagi ya kk semoga tambah lancar dan sukses selalu buat kalian saran saya diskon banyakin buat pakaian anak dan juga barang dilengkapi lagi saya pelanggan lama kalian intinya saya puas berbelanja di lazada sukses terus ya ðŸ™ðŸ˜,positif
191,bisa ngotak nggak sih gw tiap download di aplikasi snaptube muncul iklan lazada kadang buka playstore sendiri mau masang iklan sih Pasang j nggak harus buka otomatis playstore jg kali ðŸ™„ udah kayak shopapp yng nggak laku j,negatif
192,"selalu menjaga kualitas barang yg terbaik,dan jangan sampai mengecewakan pembeli",positif
193,sangat puas belanja d lazada murah peyanan bagus yng terpenting selalu dapat gratis ongkir ðŸ‘ðŸ‘ðŸ‘,positif
194,"banyak sekali penipuan barang di aplikasi ini dan dari pihak aplikasi gk ada niatan buat perketat keamanan/memblokir akun penipu,dan dari segi seller sama jasa kirim kayak nggk niat barangnya di beli dh promosi giliran di beli malah nyuekin pesan pembeli yg bertanya.lebih baik pindah ke toko sebelah yg warna oren,tokonya amanahðŸ¤­",netral
195,saya sudah mengembalikan barang knpa blm menerima pengembalian dana pada hal hari ini jam 16.44,negatif
196,"BELANJA DILAZADA PAS DAPET KURIR NYA NINJAVAN SELALU BARANG TIDAK SAMPAI,,TAU TAU BARANG SUDAH DIKEMBALIKAN KE PENJUAL...EKSPEDISI KAYA GINI KOK MASIH DIPAKE...ALAMATNYA SAMA,KLO YANG KIRIM LELEXPREZ,JNE JNT OASTI NYAMPAI,,TAPI KLO NINJA GA PERNAH SAMPAI...KURIR GA TAU AREA PEMALAS",netral
197,"saldo saya tarik ke rekening udah 2 Minggu kaga ada masuk . padahal di statusnya berhasil. . sangat buruk dan mengecewakan . barang""nya juga gak sesuai dengan yang di gambar. banyak kW nya. bilang nya ORI.",negatif
198,ngeklaim. bonus aja lelet iklas gk sih ngasih poin harian lemot,netral
199,"apk bagus.. tapi di bagian gamenya hapus saja Krn susah sekali untuk menang,blm lagi persyaratan ngak masuk akal.. udah di laksanakan tetap aja ngak bisa menang... kalau mau bikin betah jgn terlalu susah game sama eventnya..blm lagi masalah di ongkir mahal sekali kalau belanja lebh dari 1.. mau bikin hati senang malah bikin setres... ðŸ‘ŽðŸ‘Ž",negatif
200,Untuk pihak lazada bisa mengurangi penjualan yang g bener saya sebagai kurir merasakan kesal,netral
201,Tidak ada keuntungan timbal balik pake lazada beda dgn aplikasi lainðŸ‘Ž,negatif
202,"trimakasih lazada,mundah dan tepat waktu belanja di lazada",positif
203,"ni apk sering bgt muncul di iklan, sumpah nge ganggu bgt, di lazada kebanyakan barang palsu",negatif
204,"kenapa setiap hari, setiap saat ketika akan klaim voucher di halaman voucher selalu tidak bisa? dan muncul notifikasi ""Perilaku tidak wajar, harap check out tanpa voucher"". Jika memang tidak mau kasih voucher, hapus saja sistem voucher. atau jika memang akunnya sedang bermasalah ya jangan ditampilin terus klaim vouchernya, bikin harapan jadi kecewa",netral
205,makin lama aja tuh dapat lazpanen...hhh udah main tiap hari 2bulan belum selesai juga!!!,netral
206,lumayan bagus & GX kecewa ok,positif
207,"saya selalu menggunakan dan bertansaksi di lazada ,tapi kenapa sampai sekarang belum ada fitur paylater maupun lazbon di aplikasi saya ..mohon bantuan nya ,terimaksih",positif
208,sangat puas dengan ada nya lazada,positif
209,Keren... mantap ..bisa membantu Belanja dgn hemat,positif
210,"klo bisa rada dikurangi toko yang menjual barang jelek, kadang jadi ragu mau belanja, lama juga pilih2 , buang2 waktuðŸ™ðŸ™ðŸ™",positif
211,"kenapa koin tidak bisa di check in, saat saya pencet tombol check in tidak bisa-bisa",netral
212,"Sangat membantu,, belanja paling TopðŸ’¯",positif
213,belanja di lazada aman enak gak ribet cepat lagi dateng nya makasih lazada,positif
214,ongkir terlalu mahal... dulu lnggnan sekarang tidak lg.. seharusnya lazada berbenah diri... orang semua pada mls blnja disini.. lbih mahal ongkir dari barangnya,netral
