,reviews,Prediksi
10,Tempat belanja online yang baik dan dapat dipercaya tidak mengecewakan.. Barang-barang yg ditawarkan juga sangat berkualitas dan juga banyak bonus dan voucher yg diberikan... Sukses Selalu Shopee...ðŸ‘ðŸ‘ðŸ‘,positif
11,beda apk beda harga dong klo di shopee wah harga pada murah dan kualitas barang pun bagus,positif
12,"chat kepenjual banyak yang tidak bisa ditampilkan/tidak terkirim,mengganggu proses request produk yang ingin custom/pre order",positif
13,mohon di tingkatkan lagi jaringan shopee nya karena di tempat saya kalau lagi cekot kadang suka ngeleg jaringan nya apalagi kalau cekot nya di laive,netral
14,"kok gabisa login akun sih padahal udah kirim notif ke wa udah ini itu, ribet banget si padahal gw cuman mau belanja aneh",negatif
15,Okee Mantappp. banyak promo apalagi dengan adanya Spaylater dan Spinjam sangat membantu. thx,positif
16,"pesan shopeefood yang datang salah. langsung buat laporan malam itu juga, di balas besok pagi nya. disuruh foto makanan nya dengan keadaan utuh. hey! saya pesan makanan itu karena lapar. nungguin kalian bales, mubazir itu makanan. tapi sekali udah seperti ini, balas cepat ga sampe setengah jam. karena apa? karena tau saya ga bakal bisa kirim bukti foto makanan nya, kan sudah habis. Jadi ga perlu tanggung jawab ya kan?. pokoknya rugi, kecewa banget. ternyata pelayanan nya seperti ini.",negatif
17,sangat memuaskan di tingkatkn lagi untuk jasa pengiriman ya,netral
18,pelayanan nya bagus dan pengiriman nya sangat cepat terima kasih shopee â˜ºï¸ðŸ™‚,positif
19,sangat membantu untuk mencari barang secara cepat dan praktis,positif
20,"shopee udah tau belum ribet nya pembayaran sekarang, mau bayar aja loading lama, selesai pembayaran vermuk, seribet itukan aplikasi anda sekarang, siap2 di tinggal pergi",positif
21,"kurangi fitur kurang di minati, berat banget soalnya pas render kaya mau FC, mau lihat barang delaynya minta ampun, itu sih kluh kesah gwa",netral
22,"Fitur baru malah gabisa kasih driver tip lebih dari 4000 shopee kacau updatenya, posisi lokasi pengantaran juga kadang meleset tidak sesuai alamat",netral
23,Aplikasi ini bagus buat yang banyak kegiatan ...jadi belanjanya online aja heheheh dan jg aku udah lama gunain Shopee untuk kebutuhan belanja aku karena mudah dan pengiriman cepat barang bagus intinya GK ngecewain lah semoga kebelakang hari shopee tambah berkembang lagi lebih banyak hadiah jg ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ semoga bermanfaat makin sukses dan jaya selalu untuk shopee.....happy shopping ðŸ¤“ untuk shopee caiyoo......ðŸ¤­,positif
24,"Hai shopee,saya udh update apk terbaru,sudah hapus cache,sudah log out,masih aja,klu buka shopee langsung star vidio live nya itu bikin ribet aja",netral
25,maaf banget sejak adanya fitur live dan video yang langsung muncul ketika buka hp. justru malah buat aplikasi lemot untuk hp saya. Ya mungkin gak problem di hp yang lebih baru dan canggih dan menurut saya mending langsung aja ke beranda vitur livenya digunakan kalo di klik aja gak usah otomatis. maaf bikin ngelag,netral
26,"semoga makin sukses dan banyak fitur"" menarik dan makin jeli lagi terhadap penjual yg curang dan juga penipuan mengatasnamakan sopy",positif
27,"Shoppe adalah sebuah aplikasi belanja online terbaik,saat ini,cuma sangat disayangkan masih ada segelintir penjual yg tidak amanah,lain diiklankan lain pulau barang yg datang .",positif
28,"jujur pas update, jd tambah lemot. chat seller gak terkirim2 padahal sinyal lancar. klo e conmerce mah, ecommerce aja gk usah live atau vidio jadi tambah lemot. inovasi boleh tapi performa di perhatikan. liat aja 2 tahun yang akan datang pasti tambah sepi klo gk berbenah.",netral
29,"aplikasi kayak yang tambah berat, juga nyebelin banget kalau tiap baru buka tiba tiba otomatis buka shopee live/video. bener bener ngebebanin di hp kalau video/live yang gak mau kita tonton malah langsung diputer",netral
30,saat login via whatsapp atau nomor hp tetap harus verifikasi email fitur ini sangat tidak berguna. takutnya jika ada orang ganti device tapi email masih tertaut di email hp rusak/lama dan lupa sandi malah menjadi masalah besar yaitu tidak bisa login di akun tersebut karena lupa sandi google meskipun sim card sudah terpasang di hp baru dan loginnya via whatsapp,netral
31,sangat membantu aplikasi ini dengan diskonx sma potongan harga tpi ada yg sangat z tdak suka dengan kurirx orderan blum di antar ke rumah sdah di retur makax terkadang kta tdak bisa cod lgi..makasih,positif
32,"refund kartu kredit sudah hampir 1 bulan belum di kembalian, kalau transaksi gak di cek gak bakal di kembalikan, marketplace maling ini, saya ubah ulasan kalau sudah ada refund, nominal bukan nominal kecil, dasar maling",netral
33,"Sangat kecewa karena fitur blokir sudah tidak tersedia, padahal fitur ini sangat membantu memilah penjual nakal maupun pembeli nakal. 5 tahun berjualan selalu menggunakan ekspedisi jnt, selama itu pula tidak pernah ada masalah yang merugikan penjual, jika ada kendala terkait pengiriman admin jnt sangat fast respon dan kendala terselesaikan dengan baik. Tapi sekarang jnt sudah hilang dari shopee. Terpaksa memakai ekspedisi lain, baru beberapa bulan sudah banyak masalah.",netral
34,sangat membantu untuk belanja online dan minusnya nggak ada tas yang aku pengen tas dari jepang,positif
35,"ada biaya tambahan yang entah dari mana, saat saya lihat harga total dengan harga yang saya tambahkan sendiri sesuai nilai yang tertera, harganya berbeda hingga Rp1000++. mungkin kalau ada yg sama atau ada yg lebih paham bisa infokan",positif
36,"kak saya kasih satu saran, tolong kak untuk membuat kebijakan ""menanyakan tentang uang sudah di siapkan oleh pembeli yang memakai layanan cod"" agar tidak ada terjadinya dikembalikan dengan alasan uang tidak ada, sebab banyaknya warga tidak tau tentang cod taunya ini bisa bayar di tempat, dan bisa waktu pengiriman nya di gunakan untuk mencari uang, tapi dengan kenyataannya waktu pengiriman nya terkadang terlalu cepat sehingga tidak terjadinya bayar barang yang di pesan. Jadi sekian, Terimakasih",negatif
37,selama ini saya belanja belum pernah mengalami kecewa ....semua barang yg saya beli kualitasnya sesuai dengan harga....,positif
38,"aplikasi nya bagus, sangat membantu bagi orang2 yang mager untuk belanja offline. aplikasi sangat terpercaya. banyak gratis ongkir nya.",positif
39,"applikasi belanja online terbaik menurut sy, mudah operasikannya, murah harga barang nya, serba ada d bertanggung jawab",positif
40,sangat memuaskan belanja dishopee barang datang bisa kita cek dulu...,positif
41,tolong dong pas kurir otw ke rumah customer di aplikasi ada kontak dan kurirnya. biar gampang buat info misal di rumah gk ada orang.,negatif
42,"pengalaman sy ada buruk ada baik,ada sebagian toko lain dipesan lain dikirim,baik ukuran,warna dsb,disini sy sangat menyukai shopi,memudahkan sy blanja keluar,shopi bisa Gantar kerumah,trima kasih shopi",positif
43,"kenapa spx sekarang kualitas waktu pengiriman nya jelek sekali, paket saya selalu telat sampe nya, sampe bosen protes ke cs nya",negatif
44,"semenjak shopee mendepak JNT yang biasanya seler langsung ngirim hari itu juga, sekarang udah hampir 4 hari ga di serahin ke ekpedisi shopee,yg biasanya 3 atu 4 hari barang nympe sekrng jadi hampir 7 hari bahkan lebih.pdhl masih satu pulau.kacau parah",netral
45,"biaya penanganan sekarang mahal, meskipun 7rb 10rb tp gamasuk akal. bgt... dlu cuma seribu duaribu",netral
46,knpa Shopee saya gk bisa padahal 2 bln yg lalu bisa sy blm ada order karna lagi ada urusan cobalah aktifkan COD saya,netral
47,aplikasinya sangat berguna banget bangyak barang barang yg unik,positif
48,Shopee kenapa harus putus Mitra dengan J&T padahal secara pengiriman lumayan cepat dibandingkan expedisi lain.. pakai spx mau jalan lebih 3 hari dari tanggal estimasi yang ditentukan tetapi paket blm juga diterima,netral
49,aplikasinya sangat murah tapi ada yang salah lama lama harus di update karena saya hari ini mau beli barang nya tapi pas di pencet buat pesanan tapi tidak bisa di pencet update lagi update lagi dan seterusnya,netral
50,bagusss aplikasi nya membantu dan tidak mengecewakan dan barangÂ² nya murahÂ² banget,positif
51,"bagus buat belanja onlineÂ² , cepat dan murah dan banyak diskonÂ² nya",positif
52,"Bagus aplikasinya, cocok banget bagi orang mager untuk belanja di luar.ðŸ˜ðŸ”¥",positif
53,"suka belanja di shoope, semua kebutuhan ada, barangnya bagus2 dan harga terjangkau, tapi sekarang pengiriman tidak seperti dulu, dulu dikirim ke alamat rumah tanpa minta share Lok, sekarang nunggu di sharelok baru di kirim, kurir di wa ga balas sama sekali, cek lacak pengiriman katanya terkendala alamat tidak lengkap,sampai lambat 2hari.",netral
54,"saya mau minta tolong kepada pihak shopee untuk mengaktifkan kembali jasa pengiriman ekspedisi jnt express, karena alasan kecepatan pengiriman ny, jika hanya mengandalkan spx saja, maka paket yg seharusnya 2 hari lbih cepat sampai, malah tertunda...ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ sy mohon dengan sangat....ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™",netral
55,"kebijakan fitur pelanggaran shoppee asli error parah,jelas2 ada host dibilang gak ada host,jadi beberapa kali kena banned gabisa live, aplikasi Laen gak ada aneh2 kayak shoppee,shoppee tuh doyan duit dari penjual,tapi penjual live aja dipersulit ,ajukan banding ataupun komplain ga di denger atau jawaban ga pernah sesuai",negatif
56,"lebih mudah untuk berbelanja,harga bisa dibandingkan dengan yang lainnya.",positif
57,"selama masuk apk langsung putar ""video"" yg video nya tengil jalan terus.. rating nya tetep 1 aja.. PE A buka olshop maksa banget video nya.. youtube aja ga gitu"" amat.",netral
58,kepada pihak shopee tolong tambahin metode pembayaran qris biar bisa mempermudah transaksi,positif
59,"aplikasinya bagus, dan saran saya kurir spx nya minimal informasikan pesanan si pembeli agar pembeli tau status pesanannya yang lebih jelas",negatif
60,"bahan bagus tebal dan kurirnya ramah, tokonya sangat bagus memuaskan",positif
61,sebetulnya mau kasih full bintang semua bagus d aplikasi ini tp kurang puas akan jasa kirimnya kenapa harus d ganti spx knpa ndk jnt sj paketku banyak yg d kensel,netral
62,"baru pernama menggunakan aplikasi shopee, mengatasi masalah sangat membatu banget",negatif
63,aplikasi ampas kek gini gambar tidak sesuai dengan produk dan kualitas sorry gw seumur hidup ga bakalan instal shopee aplikasi ter ampas tahun ini,negatif
64,"shopee mah top markotop banyak diskonnya mudah""an selalu ada promo"" dan selalu banyak diskon terus",positif
65,shope barang nya bagus bagus dan harga nya juga terjangkau,positif
66,"sekarang Shopee parah gara2 jasa pengiriman spx, jadi banyak pelanggan ngeluh tidak tepat waktu.. tidak sesuai estimasi. sampe sekarang barang saya belum dateng juga, malah udah bayar lagi. ðŸ˜­ðŸ˜­ðŸ˜­",positif
67,"agak kecewa sama sistem cod cek dulu pdahal saya beli barang trs melakukan cod cek dulu , trs GK sesuai akun saya malah kena Suspen gbsa pesen brng krna ad pengiriman yg gagal, ya pengiriman gagal krna GK sesuai lh, tolong perbaiki sistemnya",netral
68,"spaylaternya, sudah di bayarkan tapi tidak terupdate datanya.. sampe jatuh tempo.. sudah telpon ke cs.. dan buat pengaduan cuma di suruh tunggu tunggu saja.. sangat merugikan.. saya terus di telpon dan di tagih terus2an",negatif
69,tolong perbaiki shopee nya knp tiba tiba ga bisa cek ouat cuma muncul mo2,negatif
70,"untuk chat ke agen sekarang jadi susah.. dan banyak kurir dari Spx yg membuat alasan sepihak, jadi pengiriman tertunda",negatif
71,TOLONG DI FITUR VIDEO pas ditonton jangan ngelag & ngefreeze di video sesudah atau sebelumnya â€¼ï¸selain itu bagus bagus aja fiturnya,netral
72,Mohon tombol pesanan diterima/selesai di tinjau kembali. karena itu cukup mengganggu ketika tanpa sengaja di pencet dan juga berikan kami pilihan untuk memilih/konfirmasi ketika tanpa sengaja memencet pesanan diterima. apakah ini memang sengaja dari shopee atau apa tujuannya.,netral
73,"baguss banget selalu dapat potongan harga, gratis ongkir, tapi kenapa pas mau ganti username gak bisa yaa, tapi udah bagus kok yg penting gratis ongkir an nyaðŸ˜",netral
74,"sempat membaik beberapa hari, skrang kumat lagi setiap buka app langsung di suguhkan video yg tidak di butuhkan, dan sangat tak nyaman. kebijakan ini mungkin perlu di pertimbangkan lagi kalau bisa, instal ulang DLL gak mempan, tapi ya sudahlah trimakasih saja khusus video-videonya.",netral
75,Alhamdulillah ðŸ¤²ðŸ» aplikasi shopee sudah platinum kembali. Tetapi akun shopee saya yang pertama sudah tercatat nomor KTP. Jadi akun yg sekarang tidak bisa. Apakah data saya yg pertama kali bisa di hapus ya? Soalnya saya mau upload KTP di aplikasi ini di tolak. Mosok warga negara punya 2 KTP ???,negatif
76,Alaah pret.. awalnya saya disuruh putar spin dapat hadiah 50000000 untuk ambil hadiah instal aplikasi shopee setelah saya instal ternyata preeeet,netral
77,"bisa komplain jasa kirim gak si min masa pakai sicepat 3x barang gak pernah sampai, akhir""nya barang di return ini yg ke 4x kurir wa dimana rumahnya giliran di share lok gak dateng di wa balik gak di bls gak di read malah",negatif
78,"ini gimana, saya udah 2x pesan selalu dibatalkan/dikembalikan oleh pihak expedisi ke toko nya padahal bukan salah saya, mana fitur cod nya di nonaktifkan oleh pihak shopee. KE MANA!!",netral
79,makin kesini makin kesal sama aplikasi shopee...pelayanan makin buruk..sistem jelek...pesanan dibatalkan terus dengan alasan pelanggaran...niat beneran belanja tapi dikecewakan..lucu sekali...jadi misalnya dalam 1alamat rumah ada 5anggota keluarga kita semua gak boleh masing2 belanja...dikatakan 5akun itu 1 pengguna padahal beda2 belanjanya...kalau takut tekor shopee nya ya jangan kasih voucher promo..jangan setelah orang belanja barang yang sangat dibutuhkan langsung di cancel...sistem jelek,negatif
80,"Belanja apapun barangnya ada disiniðŸ™ðŸ¾ðŸ™ðŸ¾ Jadi dgn hasil bintang 4(ðŸŒŸðŸŒŸðŸŒŸðŸŒŸ) itu sdh baik, kl ingin bintang 5(Lima/ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ) itu terjadi mulai pesan dlm 1x24jam, pesanan harus sdh sampai pemesanðŸ‘‰ðŸ¾tentu mendapatkan bintang 5(Lima/ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ)ðŸ™ðŸ¾ðŸ™ðŸ¾ðŸ™ðŸ¾",netral
81,"sangat laa membantu mengatasi semua permasalahan,suka dengan marketing nya,pelayanannya baik/ramah dan barang nya bagus bagus",positif
82,"terimakasih shopee,, pengalaman belanja dari saya karena saya masih awal,jd sÃªring salah beli, dan masih bingung cara mbalikin barang,karena ada beberapa barang yg saya beli ada yg rusak,",negatif
83,mohon ada seleksi penjual yg tidak benar..tidak sesuai iklanya,negatif
84,Semenjak tidak didukung kurir jnt pengiriman semakin lama dan molor. semoga spx lebih cepat lagi,netral
85,oke banget kalau belanja di shoopee pilih barang tinggal klik klik klik pesanan di antar sampai tujuan,negatif
86,Cepat prosesnya dan cepat pengirimannya,positif
87,"bagus, tapi kadang lag kalok buat nonton live sambil liat produk",positif
88,"mempermudah belanja pakaian saya tanpa harus ngantri,dan produk bermacam2 intinya serba ada",positif
89,Pengemasan Semakin lama hampir 2 minggu belum dikirim etimasinya 1 bulan pengemasan barang mau di pakai lagi seharusnya pihak shopee di batasi etimasinya pengemasan maksimal 7 hari lah.,netral
90,Alhmdulillah ada yg bisa cod ada juga toko y gak bisa cod saya gak prnh menolak belanja bentuk apapun apa lagi cod,netral
91,"Keren pokoknya mah,,harga barang&ongkir lebih baik dibandingkan dg e-commerce yang lainnya.",positif
92,"Aplikasi sopee ini sangat bagus. harga terjakau jadi sy bisa ngehemat uang pengiriman cepat 2-3 hari pesanan sudah dikirim. tapi setiap produk yg sy cari gambar dan harga yg dihalaman beranda tdk sesuai.sy cari lemari plastik pas sy klik teryata harga yg tercantum dihal beranda lemari yg 2 tahap. harga berubah""asalnya harga murah beberapa menit kemudian pas sy lihat lagi harganya jadi mahal. tolong diperbaiki aplikasinya. Voucer gratis ongkir diskon tapi metode pembayaranya tdk bisa COD.",positif
93,"Ini harus ngadu kemana ? Seminggu lalu kiriman dari kurir shopee masih lancar,, sekarang sudah beberapa hari pengataran tidak sesuai sama yang terlihat di notif,, (siap siap menerima pesanan) namun pesanan tidak ada 1 pun sampai ke saya selama beberapa hari ini,, alamat saya sudah benar bahkan titik maps juga benar, no tlpn saya aktif, ada apa ini ?",netral
94,Sangat menarik dan puas berbelanja di shoope....bnyk promo terutama gratis ongkir nya..... trimakasih shoppe......semoga tetap ada promoÂ² menarik lain nya,positif
95,"sering kasih gratis ongkir, terus banyak yg harga murah, tapi kualitasnya lumayan bagus lhaenurutku",positif
96,"apabila ada toko yg nakal pemberian solusinya sangat merugikan pembeli,beda dengan aplikasi sebelah yg tegas apabila ada toko yg nakal",negatif
97,"setiap pesanan barang melalui shopee, Alhamdulillah semuanya sesuai dengan yg ditayangkan, cuma agak kelamaan baru sampai dirumah..tapi ga apalah yg penting barang yg dipesan sesuai dengan yg ditayangkan..",positif
98,saya sangat suka berbelanja di shopee karna pengiriman sangat cepat dan gratis ongkir juga mksih ShopeeðŸ™ðŸ™,positif
99,"Bagus Banget, pengiriman nya cepat dan akurat,Barangnya juga Sesuai",positif
100,"SANGAT MENGECEWAKAN!! SUDH BERTAHUN-TAHUN PAKAI SHOPE! BARU KALI INI SANGAT MENGECEWAKAN! TIDAK BISA CHECKOUT DENGAN VOUCHER, TERDETEKSI INDIKASI TIDAK WAJAR. ALASAN CS NYA SAYA PUNYA ACCOUNT BANYAK YANG MENGGUNAKAN VOUCHER ITU, PADAHAL SAYA TIDAK MERASA PUNYA ACCOUNT LAIN ! DAN TIDAK PERNAH MERASA CHECKOUT BARANG KECUALI DI ACCOUNT SAYA SENDIRI!!! TLONG DI PERBAIKI, JIKA TIDAK SAYA DAN KELUARGA SAYA AKAN PINDAH KE APLIKASI SEBELAH!",netral
101,pengalaman menyenangkan dalam belanja groceries online,positif
102,"OK banget banyak produk yg harganya murah, promonya juga banyak,bisa bayar cod,bisa shopee paylater",positif
103,"BAGUSS,banyak discount,,saran saya jika ingin memesen bareng di toko yg berbeda jangan dipesan secara bersamaan karena harga bisa dari 28k jafi 32k,,,,,....jadi mending order satu2 karena saya order satu2 jadi lebih murah kalo ditotalin semua cuman 30k",positif
104,setiap buka aplikasi pasti ada video penawaran yg suaranya sangat mengganggu dan susah diberhentikan klu buka aplikasi shoppe dit4 umum tlng hilangkan video pada saat baru buka aplikasi,netral
105,"belanja di shopee selalu memberikan pilihan terbaik dan termurah, happy lh klo belanja online melalui shopee",positif
106,"Suka sama yang sekarang karna Pengiriman Shopee Xpress yang cepat dan pelayanannya yang good, ngga kaya JNT, lama, pegawainya ngga ramah, muka jutek dan buat pelanggan nunggu berjam-jam di kantor. Pesanannya juga ngga diantar padahal COD. Pokoknya lebih baik Shoppe Xpress.. Love buat ShopeeðŸ˜˜",negatif
107,"kualitas pelayanan dan pengiriman sangat buruk... pesanan sampai saat ini belum datang"" juga sudah 6 hari... keterangan akhir harus nunggu 2 hari lagi itupun blm pasti sampai ditempat tujuan.... Saya sebagai customer setia shopee jujur sangat kecewa..",negatif
108,setiap udah pesan dan bayar pesanan saya terbatalkan otomatis jadinya saya kesal kenapa setiap dibayar selalu dibatalkan,negatif
109,"semoga kedepannya bisa dapat gratis ongkir, minimal ongkirnya di bawah 10 ribu biar tambah seru",netral
110,"tolong dong pengiriman ny di percepat,masa iya stay di kota bisa hampir 3 hari, ngapain aj",negatif
111,"kendala saat co, selalu di batalin sama sistem, makin ngga jelas",negatif
112,pelayanan bagus sekarang sdh bisa COD terus pertahankan dan tetap tingkatkan lagi biar jauh lebih baik. sukses terus buat shopee,positif
113,sangat senang blanja di shopee.prodaknya murah2 tapi nggak murahan. ada diskonnya lagi.shopee ok banget deh...ðŸ‘Œ,positif
114,sekarang tidak bs cod dan malah dapat notif dr shoope katanya pengiriman dibatalkan. padahal tiba di kota sy sj gak eh kok malah tibaÂ² batal krn pembeli tdk ada ditenpat.. tidak pernah retur juga sebelumnya tp belanja cod nya malah di blokir. mengecewakan,netral
115,"mohon di perbaiki sistem shopee, terutama pada ekspedisi pengiriman, banyak kejadian karna proses pengantaran dari pihak jasa ekspedisi shopee atau pihak lain, banyak yang komplain yang dampaknya pada toko yang jadi sasaran, padahal kalo untuk ekspedisi bukan kesalahan toko, setidaknya jika ekspedisi dari shopee jika ada kendala dapat menginformasikan terkait kendalanya pada pihak penerima, kasihan toko yang ingin memaksimalkan rating nya malah jadi buruk karna dari jasa ekspedisi pengiriman",netral
116,"bisa gak kalo setiap buka aplikasi Shopee gk langsung ke shopee Live, berisik! & ganggu",netral
117,karena saya sifatnya belajar segala sesuatunya dari pertama kali aplikasinya selalu mengikuti sampai bener bener faham belanja online itu baiknya gimana dan dapet terima kasih shopee ðŸ™,negatif
118,ya kalau bisa spinjam nya limit nya di tambahin dan payleter nya juga.sdh langganan belum di tambah limit nya.,netral
119,semoga lebih banyak menarik dan vouchernya ya. apalagi kami yg sudah banyak kali berbelanja di shopi ini,positif
120,"gimana sih , ibu saya gk punya apk shopee tapi ada barang dateng ke rmh nama bener alamat juga bener gimana return nya harga 159.000 lagi , soal keamanan sih oke tapi soal pemesanan pake alamat sama nama orang nya kaga oke ,udh 2 kali terjadi hal seperti ini",negatif
121,"jelek banget tiap kali buka aplikasi selalu menonton video,percuma juga clear cache sama aja setiap buka aplikasi selalu menonton video terlebih dahulu",netral
122,secara keseluruhan memuaskan tinggal kecepatan kirim yg mngkn perlu diperbaharui sedikt jika memungkinkan cukuplah 2-3 hari sdh diterima.,positif
123,"suka dengan aplikasi ini, pengiriman cepat, amanah, murah, ada vouchernya lagi pokoknya good la",positif
124,buat shope tolong yang perprisonal dong.saya kecewa sama pihak pengiriman dan tolong cari kurir yang amanah dan tepat waktu.,negatif
125,"bang barang cukup bagus dan harga harganya sangat menarik dan pantastik,kirimannya cepat.",positif
126,Perbanyak voucher dan perbesar nilai voucher walaupun selama ini sdh ada mksh.,netral
127,shoope paling pas tuk berbelanja online dan pengirimanya jg cepat semoga makin kedepannya tetep makin bagus dan lebih baik,positif
128,"Shopee sering terlambat memberikan barang kepada konsumen, seperti saya , barang yg saya pesan datang pada tanggal 19 namun sampai sekarang belum sampai , apakah ini yg di namakan tepat waktu? mohon di perhatikan shopee",netral
129,"apa ini, semenjak J&T sdh sdh tidak ada mau pesan barang jadi takut apa lagi jasa kirim exp expres di tambah tidak ada fitur COD, jadi tambah gk yakin barang bakal di anter ke rumah. belajar dari pengalaman oke",netral
130,Shopee Makin Jelek Banyak Barang yg tidak bisa kita COD dan banyak juga yang tidak bisa di bayar paki Shopeepay Saya rugi uang gara2 deposit tapi tidak bisa di gunakan app paling buruk,positif
131,"kenapa setiap buka shopee langsung ke video live ,dan susah banget di kembalikan ke beranda...jadi males buka shopee",netral
132,ð‘Žð‘˜ð‘¢ ð‘ ð‘¢ð‘˜ð‘Ž ð‘Žð‘ð‘™ð‘–ð‘˜ð‘Žð‘ ð‘– ð‘ â„Žð‘œð‘ð‘’ð‘’ ð‘”ð‘Žð‘˜ ð‘¢ð‘ ð‘Žâ„Ž ð‘˜ð‘’ ð‘ð‘Žð‘ ð‘Žð‘Ÿ ð‘’ð‘›ð‘Žð‘˜ ð‘‘ð‘– ð‘Ÿð‘¢ð‘šð‘Žâ„Ž ð‘Žð‘—ð‘Ž ð‘‘ð‘Žð‘› ð‘”ð‘Žð‘šð‘ð‘Žð‘›ð‘” ð‘”ð‘Žð‘˜ ð‘Ÿð‘–ð‘ð‘’ð‘¡,positif
133,blanja online lebih gampang pengiriman sesuai barang yg di cari pasti ada,positif
134,"sumpah parah banget system shopee, udah co tiba2 di batalkan otomatis.gak mau rugi tapi sok-sokan ngasih promo.giliran promo di pake di cancel otomatis.",netral
135,"tolong dong buat pihak shopee nih, saya mengalami keganjalan, barang yg masih di tunggu"" tiba"" di batalkan pesanan padahal saya sendiri tidak membuat pembatalan kok bisa terjadi seperti ini,,.",negatif
136,"Ketika JNT belum diputus mitra adalah jasa kirim andalan tercepat pengiriman luar Jawa, terlambat-lambatnya belum pernah terlambat sampai 1 Minggu. diganti SPX SAMPAH SERING TERLAMBAT 1 MINGGU Bahkan ADA 2 MINGGU. kalau mau monopoli semuanya seharusnya sudah siap resiko!!!!!",netral
137,"Sangat membantu, sangat sederhana sehingga mudah dipahami namun lengkap.",positif
138,terima kasih shopee. memudahkan ibu2 untuk belanja kebutuhan sehari hari dan banyak promonya itu yg kami suka,positif
139,"mempermudah membeli barang barang yg dibutuhkan, harga sesuai kwalitasðŸ‘ðŸ‘Œ",positif
140,sangat membantu sekali walaupun waktu sibuk. pertahankan trs dan sukses sllu,positif
141,layanan... pengiriman cepat...cum klw barang yg tidak sesuai sesudah ada laporan dari konsumen mohon di keluarkan sja dari shope..agar gak ada korban pembelian lagi,positif
142,bagus banget aku jadi bisa belanja di online tanpa pergi jauhÂ²,positif
143,Sy sarang kan utk pelanggan pengguna aplikasi shoope UTK tidak melakukan pembayaran tunai saat membeli barang... cukup sy yg alami..dari estimasi tgl 17 sampai sekarang pesanan sy belum juga sy terima...dgn alasan kendala internal dari jasa kirim... sementara dari pihak atau dari coutumer shoope dari tgl tsb sampai sekarang jawaban nya sedang menuju alamat tujuan..tapi faktanya sampai sekarang belum sy terima,negatif
144,"Belanja apapun jadi mudah, sellerÂ² terpercaya ditambah lagi fiturÂ² lain seperti shoppepay dan spaylater menjadi solusi pembayaran yang sangat membantu sekali.",positif
145,"apaansi akun ku tiba tiba ke logout, oke uda bisa login lagi, tapi tetep aja kecewa tiba tiba ke logout",negatif
146,sangat membantu dalam proses pencarian barang dan bahan.,positif
147,"jika terlalu lama buka aplikasi, realmi c53 tiba tiba ngelag dan restart sendiri. apa solusinya? Thanks atas respon dari shopee ðŸ‘ðŸ»",negatif
148,aplikasinya mantap barang barangnya juga bagus banget rekomendasi banget ni aplikasi,positif
