,reviews,Prediksi
42,"duh ga suka pake SPX. SPX lama bgt, lelet, duh pusing. kurir nya juga lelet. J&T aja plis. J&T cepet, kurir nya sopan. jadi malas bgt pesen pake shopee kalau gini. POKOK NYA MAU J&T.",netral
43,Ini shopee makin lama biaya layanan nya makin bertambah yaa. Biaya layanan shopee semakin aneh dan semakin besar masa hanya beli makan aja biaya layanan nya hampir setengah harga beli makan. Pihak shopee tolong dipertimbangkan lagi untuk biaya layanan nya.,netral
44,"kenapa pesanan saya g dikirim"" padahal saya sudah bayar lewat shopee pay sudah ada 1 bulanan, dan penjualnya menolak permintaan pembatalan pesanan saya, tolong bantuannya",negatif
45,saya suka belanja d shopee tidak mengecewakan pelayanannya cepat.,positif
46,"terima kasih banyak ya Shopee,kemarin sempat kecewa sama salah satu toko yang kurang bertanggung jawab,tapi satu hari saja sudah clear semua .terima kasih Shopee.semoga tambah bagus dan tambah baik,di pengirimannya.maaf sekarang agak lambat.ðŸ™ðŸ™ðŸ‘ðŸ‘",netral
47,cukup baik ditingkatkan lagi hanya saja cukup memakan memori,netral
48,saya sangat senang belanja di shopee selama saya belanja belum pernah ada barang yang mengecewakan terima kasih shopee semoga jangan ada oknum yang membuat kecewa konsumennya.,positif
49,"belanja menyenangkan,harga sesuai barang,seler nya semua ramah....tempat belanja favorit,amanah dan terjamin",positif
50,makin sini makin lag makin banyak makan penyimpanan ditambah pas buka shopee malah ngebuka shopee live sama video pas mau ke pencarian juga rasanya berat bgt bikin hp nya lag turunkan juga dong biaya penanganannya,netral
51,"bisa cari barang yg ditoko offline tidak ada, harga kompetitif, banyak pilihan",positif
52,"baru kredit barang 4-5 harian dgn tenor 1bulan , kok tombol bayar spaylater bayar lebih awal gak ada ?? sy mau bayar spaylater bingung , kok gak muncul tombol bayar cicilan ??? bikin bingung ðŸ™„",negatif
53,"1. harga murah terjangkau. 2. pelayanan bagus, amanah , dan no tipu tipu. 3. banjir bonus dan gratis ongkir. 4. sistem pembayaran COD yang menyenangkan. 5. jasa pengiriman yang cepat dan aman, serta kuriernya yang baik dan bertanggung jawab.",positif
54,turunin Bintang sorry akhir akhir ini pengiriman lambat smjak tidak menggunakan jnt kurir jadi males order lagi karna sangat lambatt. beralih apk lain deh,netral
55,boleh lah buat belanja belanja keperluan mahh,positif
56,kadang suka ketipu lebih di perhatikan lagi pengiriman nya kadang suka ga sesuai.,netral
57,"Shopee oke . shopee makin okee.buat shopee semoga sukses selalu,dan makin terdepan.selama ini saya belanja di shopee melalui cod, tapi sekarang saya tidak bisa oder pesanan melalui cod.pihak shopee mengatakan saya 2 kali menolak pembayaran cod. semenjak saya belanja onlen di saya tidak pernah sama sekali menolak pembayaran cod.yang pesanan saya 2 kali atau 4 nggak di antara pihak pengiriman dengan alamat nggak lengkap.",netral
58,"shopee Malaysia buruk sekali pengiriman sudah 2 gagal dengan alasan tidak angkat telpon lah apalah, padahal tidak ada telpon masuk, tidak ada notifikasi di wa kacau saya perlu barang tu malah tak sampai2 pengiriman slalu larut malam",negatif
59,"Best pokonya aku setiap belanja di shopee selalu dapat voucher gratis ongkir, terimakasih buat shopee....",netral
60,sangat membantu buat kaum mendang mending sprt saya dan pelayanan aplikasi sangat baik,positif
61,kenapa JNT ga ada lagi dah padahal itu pengiriman yang paling bagus. Spx lelet mau hemat maupun standar,positif
62,sangat membantu dengan adanya shopee bisa belanja keperluan cukup duduk dirumah,positif
63,udah pake shoppe paylater 1 tahun saldo nya masih 300 ribu padahal tiap bulan selalu habisin saldonya dan bayar tepat waktu mau upgrade limit gagal Mulu tunggu bulan depan SAAMPPPAI KKKKAAAPPPPAAAAN.......?......!!!! mengecewakan padahal mau pinjem besar pake paylater limit gak nambah2 ðŸ˜¡ðŸ¤¬ðŸ‘ŽðŸ‘Š,negatif
64,aplikasinya banyak bug nya. sekarang akunku ga bisa klaim koin shopee game. ga bisa klaim koin shopee live. udah hubungi bantuan . tapi yang bales bot.,netral
65,"semenjak cuma pake spx pelayanannya jadi buruk banget! ada aja kendala yg terjadi. pesanan lama diantar, kurir tanpa konfirmasi, barang ngga sampe tujuan, cs cm nyuruh ngajuin pengembalian dana yg ada akhirnya jg di tolak.",negatif
66,"Aplikasi Lola dasar, mana harus di update terus, udah di update Lola nya malah makin makin. sorry rada kasar",negatif
67,"sudah bagus, hanya saja perlu lebih untuk toko - toko yg nakal yang suka ngirim tidak sesuai deskripsi mohon di blacklist",positif
68,dengan adanya shopee Alhamdulillah saya terbantu dlm kebutuhan berbelanja . senangnya apa bila keinginan yg kita beli sesuai yg kita inginkan. kadang kecewa nya kalau yg kita beli TDK sesuai harapan atau TDK sesuai,positif
69,tolong cantum kan nomor kurir yang mengantar paket supaya kita bisa menghubungi jika ada kendala peda saat pengiriman .di pelacakan paket saya sudah di terima .tapi tidak ada kurir atau barang yg saya pesan sampai ke rumah . jika ada nmor kurir kita bisa menghubungi .jika ada kendala sperti ini .!! tolong shopee ini demi kenyamanan pengguna shopee...,netral
70,pengiriman nya ada yg cepet ada yg lama yaaa tergantung sii,positif
71,udah dari 2018 beli paket disini bagus sih cuma beberapa ada yang zonk okelah cuma kok layanan jnt dibilangin padahal itu yang paling cepet sampe sekarang biasa nya diarahin untuk pake shoope express tapi lama sampai ada paket saya sampe hampir lima hari belum sampe padahal dari surabaya biasa cuma 3 harian sudah sampe,netral
72,pengiriman via SPX jelek bangettt. udah lama. mana dah di tengah perjalanan paketnya dibalikin lagi ke penjual. maksudnya gemana coba,negatif
73,aplikasi sangat berguna untuk membeli online tpi kdng kecewa barang nya jelek kdng baguss,netral
74,"Untuk pembelian COD dibatasi hanya karena jarak, padahal setiap kali pesan barang,sya tdk pernah mengecewakan penjual ataupun kurir nya",netral
75,"Saya sangat menarik untuk shopee karena cepat tanggap dan jelas. terimakasih shopee, sukses selalu",positif
76,"belanja murah dan puas karena barang yg di kirim sesuai pesanan, pengiriman juga cepat sampai tepat waktu terima kasih shopee",positif
77,pengantaran sangat lama tidak sesuai jadwal dan barang tidak sesuai dengan foto,positif
78,market place yang sangat rekomended banget buat belanja tanpa ribet.,positif
79,"Paling enak belanja di shopee. Barangnya bagus bagus,kemasan produknya juga kokoh. Semua kurirnya profesional ramah dan bisa membawa barang sampai alamat tanpa ada cacat. Terimakasih dan Sukses selalu buat shopee..",positif
80,"potongan untuk seller terlalu besar. biaya promosi juga mahal dan boros. sedangkan harga rekomendasi termurah dibuat persaingan dengan seller lain. maka hasilnya adalah : seler untung sedikit, shoope menang banyak. ketika dikalkulasikan dari total keuntungan dikurangi biaya promosi, maka hasilnya seller boncos/merugi",netral
81,kurirnya coba di kondisikann!!! kenapa skrg lamaa bangetttt selalu lewat dari tanggal estimasi pengiriman! bikin orang dongkol nunggu nyaa,negatif
82,"lumayan mengalami peningkatan... cuman jasa kirim JNE menyebalkan abizzzz... barang gak dikirim langsung retur, kemungkinan besar gak dikirm tu barang, parahhðŸ¤¦â€â™‚ï¸",netral
83,Mohon aplikasinya pesanan selesai kalo belum datang barangnya jangan dibolehin mencet soalnya saya sering kepencet pesanan selesai,netral
84,"jelek layanan kurirnya sekarang lambat. barang pesanan 2x gagal kirim. dah gitu sekarang pesan apa2 diantarnya lama banget. biasa masih 1 kota paling lama 2 hari, sekarang bisa seminggu. k",netral
85,"lama nyampenya cepetan lazada,ini dari pagi di proses mulu padahal udah di daerah yg sama jarak paling 2km,kalo paket sampe mau hapus ini shope.",positif
86,knp tibaÂ² paket ke reture padahal belum ada ngehubungin sama sekali,negatif
87,"buruk sekali,saya pesan paket dengan pengiriman SPX Hemat Lebih cepat nyampe ketimbang SPX Reguler, padahal jelasÂ² lebih mahal yang reguler. tau gtu gw pakai yang hemat.",positif
88,"kenapa setelah di update shoopenya sekarang tidak bisa membatalkan pesanan lagi seperti dulu, pdhl saya hanya tidak sengaja membuat pesanan karna awalnya cuma mau lihat lihat, kalau begini merugikan pembeli seperti saya, keenakan penjualnya, saya sudah mengirim permintaan batal dengan alasan yang jelas, malah ditolak penjual nya, apa apaan ini sampah banget!!",negatif
89,"pesanan biasanya nyampe tepat waktu,barang bagus,tapi ada kalanya barangnya cepat rusak dan kalau diklaim hasilnya tidak sesuai ekspetasi",negatif
90,"tolong kembalikan lagi jasa kirim j&t express yang reguler yang lebih cepat untuk pengiriman barang. hapus tu spx stand reguler yang sangat lambat untuk pengiriman cukup jasa hemat saja yg ada,,, buat kecewa saja,,,yang terlalu lama.. sakrng sdh tdk di utamakan yah untuk pengiriman cepat yg di utamakan skrng pengiriman yang lama yah.. shopee-shopee.....",netral
91,"tolong dong ini pengiriman lewat spx di cek, selalu ada kendalanya masaa saya pesan barang di toko yang sama di hari yang sama di pengiriman yang sama 1 ke medan satu ke Jakarta Barat pengiriman dari bogor (medan pakai si cepat pesanan tgl 8 aprl 2025 sampai tgl 13 april 2025) (jakarta Barat pakai spx tgl 8 april 2025 tgl 14 pun blm sampai "") kecewa ini kali ke dua pakai spx kalau mau pesan yang mau di pakai seminggu saya saranin ga usah pakai *SPX* DEH jasa yang lain aja",negatif
92,"anehhh udh berpuluh""kali gagal s pinjam padahal udhh ngisi sesuai dan aplikasi selalu update pembelian pun sering dstu smpe di level silver udh mau di gold tapi ttp gbisaa parahh",netral
93,"mohon untuk penjualnya yang amanah, dan untuk pihak shopee, agar menyertakan no kontak yang mengirim paketnya, bukan pihak kurirnya, terima kasih",negatif
94,"trimkasih shopee.. barang cepat datang , mudah pengambilan, pass dan sesuai pesanan.",positif
95,"Belanja lebih mudah, dan barangnya pun banyak yang sesuai",positif
96,Belanja online sgt mudah..... Apa lagi kalau ada gratis ongkir lbh bgus lg.... ðŸ˜˜ thank u shoppe sudah mewarnai hari2 ku....,netral
97,"Hi Shopee..tolong kick dong ekspedisi Sicepat alias Silambat dari marketplace Shopee, udah pengiriman lambat,gak pernah konfirmasi alamat, stuck panjang di sortiran, sering return barang seenaknya, ga percaya cek noh di YouTube,Media konsumen maupun komentar aplikasi Silambat nya sendiri banyak yang kecewa.",negatif
98,"saya gak bisa belanja pakai saldo shopeepay saya, padahal saldo shopeepay saya pas sama harga barang",netral
99,"belanja di Shopee jd gak ribet, tapi harus bener2 teliti nyari seller nya.. kadang barang gak jelas atw yg abal2 yg kita dapet..",negatif
100,Padahal Saya belanja di Shopee sebulan bisa 50-100 x checkout. memberikan benefit ke shoppe tapi CS shopee tidak memberikan benefit sebaliknya kepada saya sebagai penjual dan pembeli. CS shopee Indonesia kinerja buruk dan tidak amanah . Menyebabkan KTP saya ga bisa jualan di shopee. Seolah-olah masa bodoh akan hal terjadi. Karena kejadian ini mungkin tidak merek alami sendiri. Jadi saya merasa di rugikan sebagai penjual. KTP di tandai saya tidak bisa di pakai jualan di Shopee sampai saat ini.,negatif
101,"entah lah kenapa setiap pesen itu datangnya 15 hari setelah pesen padahal bukan pre-order lama baget kadang males jadinya kalok mau pesen harusnya datang tangal 5-7 eh malah ke undur lagi Sampek tanggal 8-11 jadinya nunggu lama lagi ,tapi shopee nya oke sih banyak diskon jugaa murah""",negatif
102,kenapa ga bisa buka Shopee ada apa ini ga bisa kebuka. PD hal udah hapus cache,netral
103,"belanja yang sangat menyenangkan, ada sedikit yang harus diperbaiki masalah estimasi pengirimannya jangan terlalu lama terima kasih.",positif
104,selama ini saya tidak ada kendala selama belanja di shoppe tapi kenapa sekarang terutama pangantaran pakai jasa spx sangat mengjengkelkan tibaÂ² status diunda pengantaran status udah selesai tapi barang belum sampai terutama kurir spx barang sampai melebihi estimasi udahlah barang mau dipakai,netral
105,Alhamdulillah dengan adanya shopee kami sering belanja dari sepeda listrik komputer dan printer serta yang lainnya. Semua ok barangnya amanah. Saran ku jaga kualitas dan toko yang selalu amanah,positif
106,sebenarnya saya sangat menyukai belanja di shopee. walaupun kadang nggak sesuai sama yg di gambar. terlebih lagi sudah 3x ini saya belanja. warnanya nggak sesuai. saya pesannya apa datang nya apa. tp untuk sebelumnya juga ada yg cocok sih. mungkin bagi para penjualnya harus lebih teliti lagi dan jangan nipu orang. terimakasih,positif
107,"kenapa pas di perbaharui saya gak bisa COD lagi kealamat h saya, padahal sebelum di up selalu bisa COD, setiap online shop nya memyediakan cod padahal, kecewa sekali ini",netral
108,"Ternyata Shopee harus belanja lebih dari 20rb, kalo di 20rb kebawah . shopee ngancam bakalan di BLOKIR akun sayanya . padahal di sini saya mau beli Gak Nyuri/Maling. yg ngasih diskon dan Gratis ongkir shopee nya sendiri bukan dari keinginan saya. makin sini makin aneh saja ni APLIKASI ""Wicked"" ðŸ¤¦",netral
109,Mhn maaf buat pihak Shopee tolong dong beri teguran yg tepat buat para kurir SPX KOTA PINANG LABUSEL SUMUT yg pengantaran barang COD mereka tidak mengantar sampai tujuan mereka seenak nya aja di beri upah tapi kita harus jemput barang lagi sejauh 5 KM 2 bulan yg lalu barang saya di kembalikan ke pihak Toko hingga sampai sekarang saya tidak dapat membeli jalur COD Tolong kerja sama nya dong,netral
110,"tetap jaga kwalitas terbaik,karna shopee tetap nomor 1 ,is the best for ever mg tetap jaya,lancar rejekinya sukses sllu buat shopee ,,,aku sllu beli dishopee selain murce,banyak potongan diskon, ongkir sllu gratis, pengiriman cepat wes pokoke shopee pling oke",positif
111,"Ini shopee lagi error apa gimana yaa.. kan aku udah terima paket terus aku mau konfirmasi, aku buka tampilan aman seperti biasa tapi pas pencet pesanan saya tiba-tiba tidak ada jaringan padahal kuotaku masih banyak, aplikasi lain juga aman-aman saja. aku tunggu besoknya masih ga bisa, besok lagi masih ga bisa juga. mohon responnya pihak shopee...",positif
112,"makin sini ekspedisi shopee makin ga jelas. masa barang dari jakarta dikirim udah sampai kota tujuan malah di tarik lagi ke jakarta timur. kalo memang itu SOP kenapa ga minta untuk konfirmasi ke konsumen barangkali barangnya di perlukan cepat, jadi bisa kita ambil ke titik ekspedisi. ini malah kita udah coba ambil ke titik ekspedisi orang yang di ekspedisi malah bilang telat dateng buat ngambil nya",netral
113,"barang ku gk pernah datang sdh 18 hari, alasan ini itu lah penjual kayak maling aja, aku gk percaya lagi, katanya shopee bagus... bohong, aku kasih bintang satu ini karena terpaksa jika tak d kasih komenku gk bakal meluncur ke sini, ulasan ini juga gk bakal di dengar shopee sial",netral
114,selama sy mengenal shopee belanja jadi mudah dan nyaman order tinggal menunggu antaran,positif
115,"alhamdulillah selama pesan di shopee selalu sesuai dengan pesanan , pengiriman barang tepat waktu bahkan ada yg lebih cepat sebelum tgl sampai",positif
116,"mmpermudah belanja ap pun,hrg dan kualitas produk menyesuaikan.pkknya shopee mantep deh.",positif
117,"bagus aplikasi nya,dan dengan menggunakan shoope VIP bisa gratis ongkir sameday/instan tapi minimal nominal nya 80rb terimakasih Shopee.....",netral
118,"lumayan, bisa mempermudah akses belanja, tapi kadang kadang juga tidak sesuai",netral
119,"sesuai motto cek shopee dulu, dari pengalaman dapat lebih murah n lebih baik kualitas",positif
120,"cs shoppe cepat tanggap jika ada kendala paket,atau ada kurir bandel,aku suka itu",positif
121,"Senang belanja beli ini itu di sini, proses gak lama, respon penjual pada baik, makanya rajin beli nya di shopee",positif
122,iklanx pengiriman tepat waktu tpi pesan dri tgl 11 april 25 smpai tgl 14 apr 25 sekarang statusx masih di kemas ap in yg di bilang tepat waktu,positif
123,"kalo paket sudah di status ""sedang dalam pengantaran ke alamat tujuan"" harusnya ada nomor kurir",netral
124,"kadang suka bingung sama kurirnya g di cantum kan nomor nya, apalagi klo pesen melalui XPS beuh paket ku di ajak muter""tanpa bisa menghubungi kurirnya",netral
125,Belanja barang-barang online di shopee sungguh mantap hee.... banyak pengalaman yang bisa anda dapatkan.... Terima kasih shopee ....,positif
126,"Udah sering belanja di shopee, baru kali ini belanja barang ke tahan di jalan udah 3 hari dengan notif ""pesanan masih dalam perjalanan menuju kota tujuan"". padahal barang sebelumnya sampenya gak nyampe 3 hari dari tgl estimasinya. tgl pesenananya juga cuma beda sehari doang loh. tolong lah min tingkatin lagi. masa estimasi barang harus nunggu sampe seminggu sih",negatif
127,Alhamdulillah...pelayanan nya okey ... semoga shopee selalu berjaya.. produk yg ditawarkan semakin bagus sesuai gambar yg ditampilkan ...kita sbgi coustemer..jdi suka...TDK mengecewakan,positif
128,"shopee lemot banget sakarang,apalagi buat nonton live nya lemot banget.padahal jaringan sangat baguss",netral
129,"voucher gratis ongkir min blj Rp.0 utk semua kategori jgn hilang, aku suka belanja kalau area terdekat belanja dkt bisa gratis ongkir. saran min, cobadong shopee gabung dgn facebook buat akses belanja online. kaya tiktok dengan tokopedia tuh rame. oh iya selain konsomen bisa memberi rating bintang penilaian ke kurir. sang kurir apakah juga akan bisa menilai kualitas kunsomen penerima paket?",netral
130,"ok banget buat belanja selain harganya juga masih masuk di akal, mudah mudahan tidak banyak penipu yang berjualan di sini",netral
131,"cukup bagus untuk belanja tidak perlu keluar rumah lagi tinggal tunggu barang datang,cacatan buat shopee kalaw ada seller2 yg tdk amanah tolong dirapihkan aj",positif
132,terkadang lebih cepat pengiriman nya dan tidak mahal seperti tik tok SOP,netral
133,"harga brng di sopi terjangkau sesui kualitas,tapi yg nggk aku suka barang pesanan saya 2 kali nggak di antar tru pihak sopi langsung ceklis akun saya,padahal bukan salah dari saya tapi itu salah dari kurirnya sendiri.",positif
134,harusnya di tambahin juga donk untuk bank BSI biar gampang virtual... ini krn ga ada BSI jd harus pilih bank lain... jadi harus masukin nominal secara manual...,negatif
135,"Ongkos kirim yang tidak masuk akal. saya pesan di toko dalam satu provinsi hanya berbeda kabupaten tapi ongkirnya mahal sekali, sampai ratusan ribu. jasa pengiriman spxpress pun buruk, pengiriman lambat sekali. sdh lambat mana mahal.",netral
136,cukup puas..karena saya sudah tiga kali belanja online selain shoppe..mengecewakan sekali.puas.deh .,positif
137,apa ini jika salah TF pelayanan lama. dan tidak ada jaminan uang kembali padahal hanya selah berapa menit dan bukti TF ada. hanya di suruh menunggu sangat TDK membantu.,negatif
138,saya puas belanja di shopee barangnya sesuai pengirimannya cepat kurirnya juga ramah pokoknya bintang 5 buat shopee,positif
139,"update sekarang kalo buka shopee langsung masuk ke live,,udah gitu kalo pesen barang setatus langsung di kemas dan ga bisa di batalin. harus bener bener teliti bgt kalo mau cek out,, enakan pas belom update",netral
140,Suka bgt sama shopee krn banyak promo potongan harga & gratis ongkir. proses pengajuan pengembalian dana juga cepat jika ada bukti yg jelas. tidak bisa pindah ke lain hati. soalnya shopee udah terpaku dihatiðŸ¤£ðŸ¤£ðŸ˜˜ðŸ˜˜,positif
141,"Layanannya bagus, kurir jujur, dan barang barangnya juga semuanya lumayan bagus",positif
142,"sedikit masukan agar fitur pesanan selesai diadakan pertanyaan konfirmasinya jadi ketika tidak sengaja klik ""pesanan selesai"" bisa di konfirmasi dulu",netral
143,"tolong donk admin shopee disurvey & dididik kurir2 tukang bohong, gak sopan & pemalas mentang2 harga barangnya murah dibawah 20rb males untuk mengantar kealamat tujuan dng memanipulasi seolah2 customer menolak ditempat/tidak menitipkan uang dng org skitar dialamat tujuan, & kurir juga memanipulasi ngarang2 seolah2 nelpon/chat wa padahal mah kga ad konfirmasi sma skaliðŸ˜“",negatif
144,"sukakkkk bangettt belanja di onlineshop yg satu ini,selain suka,banyak banget diskonnyaaaðŸ«¶ðŸ«¶ðŸ«¶",positif
145,shoope klo mau pakai jasa expedisi udah g usah pakai lg expedisi spx sangat buruk. paket saya sering banget keterlambatan yg sangat lama. pesan tgl 8 2025 di rangakasbitung ke jakarta sampai saat ini blom sampe jg.paket saya malah nyasar ke jawa timu,netral
146,"ini ulasan aku yg ke dua dulu shoope q kasih rating 4 dan ulasan yg TDK baik krna aku kecewa dgn ongkir nya yg makin naik... sekarang Alhamdulillah shoope sudah makin bagus.. sudah ada gratis ONGKIR hingga 0.Rp. dn ada sistem cod cek dulu... pertahankan terus biar pelanggan tidak kabur ke lazada, tiktok ataupun yg lain",netral
