,reviews,Prediksi
11,"min tolong lah min di cek,ini akun tokopedia saya sudh di updet baru knpa gk bisa buat belanja & lain2.pdahl pakai no sma msih nomer yg dulu buat daftar knpa ggl terus,gk bisa di verifikasi ulang. klo mau di ksih ulasan yg baik2.tolong prbaiki akun tokopedia saya.sya dri tdi verifiksi pakai nomer yg dulu knpa ggl trus pdhl nomer msih aktif.blom gnti nomer baru.",netral
12,"Bintang 1 Saja Pada menu Chat Customer yg menjawab Robot,bukan CS nya langsung,jadi tidak akan ada penyelesaian yg baik pada setiap masalah... awas kalo tidak ada perbaikan,makin jauh ketinggalan sama si orange",negatif
13,"Kebanyakan regulasi gak jelas. Kayak pemerintah aja, semua hal dipersulit, CSA lama, Instan 3 Jam gimick doang.",negatif
14,"sampah banget CS nya bot semua yg bales giliran udah dapet CFS nya malah ga dikasih saran samsek dan dijawabnya kayak bot juga lagi, sampah banget emang produk indo pelayanan nya.",negatif
15,"ka tolong ya, buat keamanan aplikasinya lebih ketat lagi dong masa masih ada penipuan aja. udah ngga jaman mending belanja di toko oren ngga pernah says di tipu. aplikasi nya masih kurang bangun..... menurut saya mending belanja di toko oren!!!!! saya ngga akan download Tokopedia lagi!!!",positif
16,"customer servis isinya boot doang, gak membantu sama sekali.",negatif
17,mantap tokped saya udah bisa di pakai lagi pakai wifi,positif
18,"sayang paylater nya cuma 2 , ga ada opsi lain. Dulu ada allo paylater skrg ga ada",netral
19,tiktok paylater kenapa tidak bisa digunakan.padahal saya tidak memiliki tunggakan pembayaran,negatif
20,untuk estimasi pengiriman sangat dan terlalu lama dibandingin si kuning...,netral
21,Aplikasi online yg sangat membantu pengusaha lokal utk membangun ekonomi rakyat dgn harga bersaing dan juga memberikan produk yg tentunya tetap berkualitas sesuai harapan customer,positif
22,ngentn di suruh shake shake malah kagak bisa udah di goyangin hp nya itu bug atau keman si,positif
23,"tolong perbaiki pencarian barang. saya gunakan keyword ""sambal bajak halal"" tapi ada sambal bajak babi yang ikut muncul. malah sambal babi nya ini hasil pencarian kedua teratas.",netral
24,"belanja jd mudah , dan banyak gratis ongkirnya",netral
25,"Akhir akhir ini di hp sering sekali logout otomatis, lalu diminta ganti password. Sepertinya ini tidak normal baik yg Tokopedia atau yg Khusus seller.",netral
26,"Tokopedia care memberikan pernyataan bohong terkait pencairan klaim asuransi, mereka menyatakan sudah dicairkan dr mggu lalu tp kenyataan nya tidak ada dana yg di transfer, diminta bukti pencairan klaim tersebut slalu ada alasan dll.. pikir2 lg untuk menggunakan tokopedia, lebih baik cari mitra/ blanja di e-commerce lain, lebih mudah dan transparan klo terjadi permasalahan dalam jual beli.....",netral
27,Mantap... metode pembayaran ya lengkap !,positif
28,"Ni parah banget co Tokopedia ni saya mesen paket penting harga 135k saya dah nunggu 7 hari blm dateng"" pas hari terakhir malah tiba"" paket udh di Terima mana udh bayar lagi udh komplain ke tokopedia malah ga di respon"" sama pihak kurir sama tokopedia nya mana udh bayar lagi pake saldo terakhir males bangettt dah",negatif
29,"ga suka pake tokopedia, yang tdnya dapet diskon lumayan, pas ganti metode pembayaran aja lagsung berubah... ga rekomen bgt si aplikasi ini..",netral
30,Pengiriman belakangan ini jadi sangat lama u Jabodebek & Pembatalan menunggu persetujuan penjual dengan Waktu yang lama.,negatif
31,tidak bisa untuk membeli produk liquid via mobile dan itu sangat menyulitkan setiap mau beli harus buka komputer,netral
32,mantap gampang simpel....ðŸ‘ðŸ‘ðŸ‘ðŸ‘,positif
33,"yang lain2 sih gak ada masalah,masalahnya jasa kirimnya lama bet(idexpres) ganti aja j&t, masa extimasi tibanya tanggal 7-14 april sampe sekaranh gak dikirim2",negatif
34,"di hp android,ga bisa blanja liquid pave,cuman bisa pake desktop laptop,terpaksa saya cari temen yg punya komputer,duh ribet banget.",positif
35,"respon penjual buruk, ongkir mahal, ga ada gratis ongkir, respon penjual lama",netral
36,"Kepada Tokopedia, Saya sebagai pelanggan sangat kecewa dengan pengalaman belanja saya kali ini. Saya melakukan pemesanan sejak tanggal 5 April dan pengiriman dilakukan tanggal 9 April. Namun hingga hari ini, 14 April, tidak ada perkembangan posisi paket setelah update terakhir tanggal 10 April. Lebih parah lagi, sistem Tokopedia baru mengizinkan saya mengajukan komplain tanggal 17 April, padahal sudah jelas-jelas ada keterlambatan yang tidak masuk akal.",negatif
37,"suka belanja disini, sebab bila ada toko yg mencurigakan, aplikator senantiasa memberi notifikasi, sehingga lebih aman, lebih terjamin kwalitasnya, tinggal pilih mau yg harga murah kwalitas rendah atau harga tinggi kwalitas gak di ragukan lagi",positif
38,jasa pengiriman super lambat. masa pesen tgl 10 estimasi sampai 20. padahal toko nya masih satu pulau,netral
39,"Sekarang retur barang jadi ribet banget, para customer servicenya tolong di bina ulang supaya ketika ada keluhan konsumen direspon, jangan tidak sama sekali, sekarang retur barang pembeli yang harus bayar padahal sudah jelas di keluhan dan foto-foto tertera bukan kesalahan pembeli 100%, tapi kenapa ketika retur barang jadi kita suruh bayar sendiri udah ga dapat barangnya harus keluar ongkos kirim returnya pula, apalagi yang diretur barang dengan nominal besar bisa rugi kemana-mana, sangat kecewa",negatif
40,"jujur banget banyak penjual di tokopedia suka ngga jelas dan batalin pesanan sepihak, kan orang juga punya rencana sama barang yang mau dibeli buat di gunakan, serius deh udah sampenya lama kecewa banget, kesel banget sama banyak penjualnya ngga sekali dua kali soalnya saya punya banyak pengalaman buruk sama penjual di tokped.",positif
41,"banyak penjual penipu tapi tidak di tindak tegas oleh tokped care, saya ingin meretur barang pun di persulit banget uang saya lenyap tanpa di kembalikan, 3 kali di bohongi penipu yang berbeda tapi gaada tindak tegas dari pihak Tokopedia, plis lah tokopedia mudahkan retur barang tanpa harus konsumen datang ke agent langsung",negatif
42,"dear develop, tolong di tambain fasilitas penilaian terhadap kurir, jangan hanya toko yang di nilai, lebih sering masalah di expedisi. dan pembeli hanya bisa lampiasin masalah ke toko walaupun yg buat masalah di expedisi. sebaiknya expedisi pun bisa kami nilai sehingga kami bisa memilih expedisi dengan rate tertinggi",netral
43,"buka dari web dialihkan ke apk ny, tapi di apk ny barang yg mau dibeli gabisa di buka karna barang 21+. gimana sih ini",netral
44,belanja sampai tepat waktu dan menyenangkan,positif
45,saya sudah komplain barang di tokopedia tetapi menunggu keputusan admin sampai tanggal 11 karena penjual menolak komplain saya namun sampai saat ini kok belum ada info dari tokopedia apakah pembeli atau penjual yang dirugikan sampai saat ini dan jelas kata admin tokopedia akan menerima komplain saya karena pihak dari pihak dari penjual tidak membuktikan lampiran yang diminta oleh Tokopedia dengan batas waktu yang ditentukan mohon agak gercep ya Tokopedia agar pembeli juga enak biar ada rasa sena,negatif
46,"pelayanan cepat, pertanyaan dgn tidak terlalu lama. i love it, thx.",netral
47,"pelayanan jauh menurun dibanding sebelum diakuisisi tiktok, 2 hari lalu saya mengajukan retur karena barang yang saya beli bermasalah - sudah diterima oleh penjual namun penjual tidak segera merespon ( klik terima ) ,saya ajukan bantuan admin di pusat resolusi namun sudah 2 hari sama sekali tidak direspon juga oleh tokopedia , dan sekarang belum ada kejelasan padahal nominal barang lumayan nilainya ðŸ˜“",negatif
48,"toped cukup membantu dalam kami berbelanja ,karna cukup di rumah kami sudah bisa mendapatkan apa yg kami mau ,ya...ad beberapa penjual yg tidak melayani kami pelanggan dengan baik ,",positif
49,"apakah seller tokopedia punya fitur auto proses order yang masuk? jika iya maka ini fitur paling buruk... kenapa? order auto proses kami gak bisa cancel... ketika chat penjual blm tentu si penjual online... alias komunikasi gak jalan... ketika transaksi terus jalan tanpa ada kesempatan komunikasi maka ini kebodohan. sy pernah mengalami kebodohan fitur ini, yg akhirnya transaksi jalan... penjual gk bisa di chat... dan trus aja si penjual proses order tanpa peduli chat... tokopedia care gk guna jg",netral
50,kenapa Tokopedia saya tidak bisa di buka eror padahal saya sedang ada pesanan terus harga ny kenapa sering brubah pas mau di beli,netral
51,"semuanya bagus, tapi pengiriman nya lama bgt saya pesan dari tanggal 6 sampai tanggal 14 belum datang padahal sudah digudang j&t dari tanggal 12 huhh.",negatif
52,"banyak diskon bohong, tertulis diskon 50% ternyata harga normal setelah terpotong diskon, untuk flash sale juga gitu",positif
53,katanya plus bisa gratis ongkir..trnyata tetep ada ongkir walaupun harga diatas minimal pembelian.. hoak hoak,netral
54,Aplikasi badðŸ‘Ž Pesanan tercecerar karena kesalahan ekspedisi udah lebih dari 1 bulan tpi pengembalian dananya masih belum ada. Niat ga sih buat app? yang mau make app ini mending ga usah deh ga recommend ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,positif
55,"bangkrut aja lah kalau sistemnya bobrok, mau upload foto komplain malah tidak pernah keluar gambarnya. komplain aja susah banget.haduh aplikasinya error",negatif
56,pengembalian dana di tokopedia masuk ke saldo Tokopedia sedangkan mau narik nunggu verifikasi dulu sedangkan nomor telfon sudah expired... kecewa banget,negatif
57,"masa paket sudah nyampe d kota tujuan malah balik lg ke tegal, catatan kurir nya pembeli tidak ada di lokasi tujuan udah 4 hari kayak gtu trus, kalo gak d perbaiki akan pengaruh ke aplilasi tokped ny",netral
58,paket lambat sekali pas mau beli estimasi sampainya besok pas udah beli berubah estimasi nya uda 3 kali berturut-turut pengiriman lambat sekali lagi barang terlambat saya bakal pindah platform,netral
59,banyak sekali produk yang non cod saya takut barang nya tidak sesuai pesanan,positif
60,"tolong untuk seller penjual barang palsu yang tidak sesuai deskripsi harus ditindak oleh tokopedia, supaya para pengguna tokopedia nyaman berbelanja disini",positif
61,pesanan dibatalkan sistem tapi saldo bonus tidak di refund rugi 370k saldo bonus hasil ngumpulin harusnya balik lagi saldo bonusnya bukan malah di korupsi sama sistem tokped,positif
62,coba daftar affiliate tapi internal server error terus :(,netral
63,okay ini menyebalkan karna saya rencana nya saya mau pesan case harganya 12.900 kan aku udah mau langsung beli.. pas kulihat harganya Rp. 100.000 keatas heran ðŸ˜­ barangnya cuman 12.900 kok bisa jadi 100 ribu.. tolong ya ongkir nya sangat Â² diluar nurul,netral
64,hey saya udah nerima paket dari lama tapi di status masih dalam pengiriman anjir apaan dah! mana gue di chat sama kulir di situ gue kaget kok paket gue masih di kirim padahal udah,negatif
65,tolong tokped Banyak penjual penipu blm jg d urus. Satu2nya guna nya marketplace ya jd perantara yg fair dong. Kalau pembeli ada terima penipuan ya marketplacenya bantu biar g d rugiin. Nyesel bgt sumpah pakai ini aplikasi. Ngerugiin bgt. Gk kaya si oren sekali komplain lgsung d proses cpt selesai cs fast respon. Lah cs lukemana semua. Plis netizen ygbaca g usah lg pakai2 apk ijo ini. Banyak penipu tp marketplace g bisa bantu apa2 meskipun refund malah di peribet. Resi d tolak sama kurir.,netral
66,aplikasi udah error ga bisa masuk akun tim IT bermasalah,netral
67,"Kurang suka sama tokped, gatau kenapa yah setiap order barang pasti kelamaan(telat) 1/2 hari bahkan kadang suka lebih, jadi kurang aja gitu nunggunya kelamaan",positif
68,"aplikasi keren,bagus,cepat dan banyak promo",positif
69,"cara kerja nya aneh, Barang ilang, dana refund ga jelas, costomer care ngasih jawaban yang ga ngebantu sama sekali! cukup sampe sini pake tokped!",positif
70,coba ganti itu orang2 tokopedia care chat jam 10 pagi di bales jam 1 malem??? orang2 males itu yg kerja.. itubyg gak bener tokopedia care.. ngapain hub lagi!! ganti orang2 nya!!! gak pada niat kerja!!,negatif
71,"KAPOK BELANJA DI SINI, PENJUAL GAK AMANAH MLULU, MAU RETURN AJH RIBET tolong identitas penjual data dlu, kalau Gak Bener BLOKIR dri aplikasi",positif
72,"satu bintang ilang cuman karna nambahin expedisi id express, sumpah expedisi terburuk, sudah banyak orang yang komplain kenapa ga di notice dan masih di pakai itu id express.",negatif
73,bagus cuman oknum j&t sangat lambat kirim alasan banyak barang dalam gudangnya,negatif
74,waktu pengiriman yang lama dan tidak sesuai pesanan,positif
75,"dapet barang cacat, seller ga respon. minta di return dengan pilihan pickup muncul notifikasi ga bisa pickup dan di suruh pilih selain pickup, udah gitu ga ada menu buat mengajukan komplain ulang. kecewa",positif
76,aplikasi ini makin kesini makin kacau ngga bisa ngurus toko yang jualan masa ngirim barang dari tanggal 1 - 13 belum nympe juga,negatif
77,aplikasi macam apa nihh kok gak ada fitur chat cs nya dan lebih lengkap aplikasi shoppe maupun lazada,positif
78,"barang belum datang melebihi tanggal yg ditentukan. tapi komplainnya, nunggu 2 hari. apa-apaan ini?",netral
79,"sejauh ini aplikasi nya bagus si ok,tapi pengiriman nya itu loh lambat bngt bahkan sampe 1 Minggu baru nyampe, tolong dong walopun ada event gratis ongkir tpi kecepatan pengiriman nya jangan selambat itu...",positif
80,pengiriman dari tokopedia entah kenapa selalu paling lambat sangat sangat lambat dibandingkan dengan toko sebelah dan sama sekali gk ada perubahan.,netral
81,"kak tolong kalau penjual sudah tidak aktif lama langsung di blokir aja masak aku pesen instan 3 jam, sudah tiga hari tidak terkirim",negatif
82,TOLONG LAH HAPUS PENGIRIMAN SI CEPAT DARI REKOMENDASI TOKPED KARENA SANGAT2 MENGECEWAKAN!! MASA IYA BARANG SAYA SUDAH SAMPAI DI KOTA TUJUAN DARI HARI JUMAT SAMPAI SEKARANG GA DIANTAR2 KERUMAH??!!! SANGAT TIDAK REKOMEN BANGET SI CEPAT INI!! SUDAH BANYAK KORBANYA KENAPA MASIH DIPERTAHANKAN??!!! JANGAN BUAT KAMI KECEWA DENGAN TOKPED HANYA KARENA PELAYANAN PENGIRIMAN SI CEPAT YANG SUPER LELET INI!! TOLONG SECEPATNYA HAPUS SI CEPAT DAN JANGAN DIREKOMENDASIKAN LAGI!!!!,positif
83,belanja di tokopedia sih bagus kekurangan nya hanya dlm pengiriman ada yg cepat ada yg lama selain itu kurir jarang telp atau wa penerima paket dan sering pengiriman ulang .pada hal penerima ada di tempat .masalah nya di pengiriman jika langsung diantar di kirim oleh lapak ke jasa pengiriman lebih cepat jika nunggu di ambil jasa pengiriman lama krn numpuk di gudang jasa pengiriman .selain itu no telp atau whatsapp kurir juga tdk ada coba kalau ada penerima bisa hubungi kurir nya langsung,netral
84,"pelayanan lambat, gak ada fitur live chat adanya ribet doank",netral
85,sangat cepat peng operasuannya,positif
86,"Minta alamat lengkap kepada penjual tatepi tidak direspon, penjualnya penipu, saya merasa kecewa dengan Tokopedia, saya banyak menemukan penjual yang menipu, tolong di perbaiki lagi, Terimakasih Tampilkan kutipan teks",netral
87,"fitur gratis ongki nya HOAX,PAS CHECKOUT tetap bayar ongkir,, kalaupun ada bukan gratis,,tapi diskon/potongan,,.heh.. lo bisa bedain ga mana gratis mana diskon? itu label gratis ongkir buat apa ada.. gak berguna tau gak",netral
88,kecewa stiap saya beli barang di batalin sistem terus,positif
89,Saya suka barangnya lengkap dan produk2nya original.. cuma saran metode penggabungan pembayaran bisa diaktifkan kembali seperti pembayaran gopay dengan VA dan lainnya,positif
90,sejak gabung sama apk pembodohan jadi banyak sampah yg di jual banyak beli yg ga bisa di pakai dah lah mending kek dulu lagi jangan gabung2??,positif
91,Katanya pengiriman sameday tapi kenapa udah 4Hari ga sampe2 ....belanja dsini mengecewakan,netral
92,"komplain BRG blm sampai, nunggu investigasi .eh bsoknya d transaksi tertulis selesai alias sudah terkirim, tp itu BKN fto rmh saya.",positif
93,tokped mudah dan aman,positif
94,"order barang kena ongkir 46500 barang belum di pick up sama sekali lalu di batalkan penjual, dana ongkir 46500 ga balik, ajuin di CS tokopediacare kebanyakan di balas mesin, giliran di balas saya kirim2 bukti detail screenshot nya, eh balasannya suruh nunggu, di cat lagi balasannya pun sama rungu & nunggu, sudah hampir 1 bulan ga kelar2, ya sudah saya ikhlasin saja. KAPOK BELANJA DI TOKOPEDIA atau bahasa FB tokped atau toko ijo mata duitan suka nilap duit orang",negatif
95,"Pelayanan nya lelet kaya return aja harus tunggu brp lama ga kaya yg lain langsung otomatis kalo return barang atau dana langsung masuk ini mah harus nunggu dulu, kasus emang penangan nya bikin emosi lama ga gercep udh mah mahal lg harga belanja nya, tolong dong diperbaiki kinerja tokopedia ini jgn kaya gini, kaya anggepan penipuan nama nya nti nya!!!",netral
96,saya sebagai seller merasa dirugikan kenapa pesanan selesai uangnya masih ditahan. pakai alasan keamanan. mau merampok ya,negatif
97,bisa belanja dengan mudah dan cepat,positif
98,oi kenapa gw gabisa make diskonan malah di batalkan sistem kalo gak niat ngasi diskon jangan ngasi diskon,negatif
99,gue uninstal apk ini garagara di tipu seller tapi pihak tokped ngga ada tanggapannya!,netral
100,Tingkatkan expedisi nya supaya ada pilihan bosku,positif
101,"saya suka liat 2 produk d toko pedia , semoga laris manis penjualan nya ,dan tidak mengecewakan pembeli .,",positif
102,Ada promo tapi tidak bisa dipakai. potongan 35rb tidak bisa dipakai. gratis ongkir tidak bisa dipakai. padahal belanja di atas 100rb tapi tidak gratis ongkir. emang aneh aplikasi ijo ini. Mending SHOPEE ada ongkir juga bisa pakai yang gratis Rp.0. TOKOPEDIA kalau ada Promo selalu gak bisa dipakai padahal vouchernya ada tersedia ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,netral
103,tempat belanja yang menyenangkan,positif
104,"ga ada problem solution dari setiap masalah yg di alami costumer, costumer care service nya ga berfungsi, ga bisa menjembatani antara costumer dan toko / seller,",negatif
105,Heran sya.... makin ke sini aplikasi sering stuck gagal menampilkan laman lapak. update udah dilakuin.... internal juga masih luas..... parah banget..... jadi y lebih suka belanja di sebelah. gak pernah gagal loading laman.....,negatif
106,"tolong Tokopedia perhatikan celah bagi seller untuk menipu barang tidak sesuai dengan deskripsi dan gambar, ketika mengajukan komplain seller mengirimkan alamat yang tidak sesuai sehingga kurir yang bertugas sulit untuk mengetahui alamat pengembalian tersebut",negatif
107,saya heran kenapa ongkir toped mahal sekali padahal belanja di toko yang sama dan item gak sampai 1 kilo ongkirnya tetap di kalikan 2 apa ada caranya agar ongkir lebih hemat masa kalah sama toko oren bisa sampai mengratiskan ongkir dan juga harga masih masuk akal mohon pencerahan dari toped ðŸ™,netral
108,beberapa kali pesen barang dibatalkan sistem terus.. gak niat ini apk nya nggak mengedepankan costumer!,negatif
109,"Males banget, setiap kali dapet kurir rekomendasi pasti IdExpress. setiap kali komplain juga karena barang rusak malah customer service nya jelek banget",negatif
110,"Sekarang kalau mau ke CS susah di arahinnya cuma ke bot dan jawabannya sangat tidak membantu jadi masalah yg kita hadapi tidak bisa terselesaikan dengan baik, better e-commerce sebelah deh lebih bagus penanganan masalahnya",negatif
111,kenapa saya tidak bisa login ya??? dan kenapa aplikasi terlogout sendiri?,negatif
112,"ya ampun saya kasih bintang 0 aja kalo ada, sekarang cs nya lama banget dari kemarin loh pesan saya nggak ada CS yang bales-bales, tolong ditingkatkan lagi dong ini tuh aplikasinya, saya dari kemarin tidak bisa melakukan pembelian",netral
113,sudah berhasil registrasi data tp pengajuan ditolak.. jgn sampai ya data yg sdh masuk disalah gunakan min,netral
114,"hapus aja deh min ekspedisi yang pakai JNE ... udah lambat, kurir malas untuk cari di google.. perasaan setiap pakai ekspedisi lain aman"" aja. kenapa kalo pakai ekspedisi JNE selalu keluhanya alamat tidak di ketemukan.. ekspedisi lain aja bisa cari lohhh Pakat aman"" aja. kurirnya buta maps kayanya",netral
115,aplikasi buruk saya kena tipu bela ja di sini nominal 200...dan barang nya malah tidak bisa di rektur dan tidak ada tanggung jawab dari toko pedia...hati2 kalo mau menggunakan toko pedia mending ke yang lain,negatif
116,"update aplikasi selalu tidak bisa, selalu penyimpanan penuh pdhal penyimpanan nya masihh ada ruang 2 gb an, giliran install lagi masih aja tetep samaa, tolong dong diperbaikinnn miminn ðŸ™",netral
117,"Kurir rekomendasi anda sangat mengecewakan pelayanannya ðŸ‘ŽðŸ» Selama ini saya tidak pernah beri ulasan jelek, tapi kali ini maaf ya saya sangat kecewa dengan Tokopedia dan tim kurir rekomendasinya. Orderan saya dari tgl 1 April sampai 12 April belum tiba ditujuan",negatif
118,"ongkirnya mahal dan jarang ada gratis ongkir,, pengguna pertama juga gk ada yg spesial banget..",netral
119,gimana ini kacau banget.. tiba tiba tanpa ada notifikasi otp dll ada transaksi pembayaran bpjs dengan gopay letter gw.. dah gitu nominal nya gede pula.. udah laporan ke Tokopedia.care gak ada respon.. gimana ini solusinya.. tolong dong yang tanggung jawab.. ini gak ada notifikasi gak ada otp tapi pembayaran sukses.. rusak nih aplikasi,netral
120,"marketplace ampas,, beli barang harga 200, ongkos kirim 150, pesanan dibatalkan sistem, uang yang dibalikin cma 200,, ongkos kirim gk dibalikin.. gk lagi2 deh pakai nih marketplace..",netral
121,"maaf dari driver gojek untuk para konsumen, pickup gosend tokped di cancel sendiri oleh system bukan driver ya, karena. durasi waktu kejauhan untuk pickup kadang driver baru sampe ga lama cancel sendiri kasian driver pake bensin sendiri aplg yg ke mall mesti parkir dibayar driver jalan jauh naik lantai juga nyari toko akhirnya dicancel automatis dari system yang lebih buruk dari aplikasi gosend gojek dan Tokopedia, rating akan diperbaharui setelah ada penyelesaian atau penanganan pihak terkait",netral
122,"gua mesen barang cuma sampe di proses terus, udah 2 kali, mau dibatalkan waktunya lama banget, ini gimana sih toko toko nya, saya butuh barang biru segera, bisa gasih batalkan dalam waktu 1 hari jika penjual tidak merespon",negatif
123,"agak riweuh proses daftarnya, sering gagal",netral
124,"mohon tambahkan fitur / menu ""TERAKHIR DILIHAT"", seperti toko sebelah, agar memudahkan mencari lagi barang yang diinginkan tapi belum sempat masuk whistlist",netral
125,"banyak pilihan produk, pilihan pembayaran dan pengiriman dan juga kemudahan pembayaran berbagai keperluan..",positif
126,tingkat kan lagi dan tertibkan penjual yang tidak jujur atau tidak jelas,positif
127,proses update sistem pengiriman ke konsumen terlalu lama,netral
128,"terimakasih tokped karena makal ongkir dan minim promo, dgn begitu saya jd mikir2 untuk belanja d tokped dan memutuskan berhenti langganan d tokped. mudah2an tokped makin mahal ongkir dan makin minim promo supaya rakyat indonesia berhenti berbelanja d tokped.",positif
129,"pengirimannya lambat banget banget , emang kaya gini ya tokped jelek amat",negatif
130,admin nya di chat sudah 2 hari tidak membalas pesan.fana sudah tertahan di Tokopedia selama 23 hari masih tidak bisa menarik saldo ke rekening,netral
131,pusat resolusi bisa berubah2 waktu yg ditetapkan,negatif
132,buat barang barang ok cuma ada brpa yg ga bisa cod,netral
133,Menyesal langganan PLUS 6 bulan tetap dikenakan biaya layanan dan biaya jasa aplikasi.,negatif
134,kalau bisa tokopedia sediakan layanan pay latter via dana makasih,positif
135,"ketemu penjual yg sengaja ulur waktu hingga batal otomatis, sudah request batal pesanan ke penjual tapi ditolak penjual. jadi nggu ga jelas 3 hari dikirim juga ga. lapor CS, bot yg jawab gajelas. makin kesini makin suram",netral
136,"agak kecewa sama tokped, skrg udah susah cari liquid ditokped pake android",negatif
137,"hati2 kl complain soal sistem. gak Terima mrk. gue complain tengah mlm, pagi lgs gak bs bk review barang. complain am cs sengaja ngomong gak nyambung. pd gue tembak ini gue diblok y gr2 complain, alasannya sibuk. hebat loch sibuk sampe 5 hari . akhir-ny tadi gue cek baru bisa nich sistem. ternyata model ambek-an nich",negatif
138,"buka toko di tokopedia d jawab template terus.. perbanyak AI pecat karyawan yang banyak.. biar banyak *1, ngapain suruh chat ke tokopedia care?? justru karena di bales template terus makanya saya post *1 di sini..",positif
139,"mudah dalam mencari segala kebutuhan, harga standar umum.",positif
140,cepat dan praktis,positif
141,"aduh ini ini kenapa saat ku buka tokopedia ko tiba-tiba log out account , saat masuk lagi malah ga bisa log in ðŸ˜’ tolong perbaikin ya . saya lagi menunggu transaksi pengiriman soalnya",negatif
142,"aku kecewa sekali ama tokopedia,pas aku buka tokopedia ada tulisan back home gak tahu nya tokopediaku jdi baru lagi dgan harus login lagi,padahal aku dah lama jadi peguna tokopedia,dan walapun akudaftarin lagi,no hp aku dah gak bisa buat bikin lagi,padahal udah aku coba berkali2 tetep gak bisa,terakhir aku masih ad belanjaan,aku gak tahu dah sampe ap blm....tolong lah tokopedia atas nama aku balikin lagi tokopediaku yg dulu,makasih",netral
143,"Ongkirnya mahal, lebih mahal daripada harga barang",netral
144,hati hati aplikasi ini banyak celah penipuan saya dua kali tertipu soalah olah sekongkol dengan penipunya aplikasi ini.. jika return barang yang kita beli tidak sesuai dan alamat toko gak valid/ atau di palsukan toko barang akan kembali ke pembeli 1jam barang sampai langsung otomatis transaksi selesai. raip sudah uang kita,netral
145,"lama, pembatalan sistem terlalu lama",negatif
146,kenapa akun ku tiba-tiba hilang dan gak bisa diakses? biasanya buka kembali akses OTP via WhatsApp,negatif
147,Bagian proses pengiriman kurang detail/rinci,netral
148,pelayanan makin buruk. baru saja order barang di Tokopedia dan melakukan pembayaran melalui qris Tokopedia. pembayaran selesai namun orderan di batalkan sistem. di live chat Tokopedia care pun gak ada resfon ga ada balasan sama sekali. payah sekarang tokped. mending pada pindah deh uninstall tokped makin kesini makin gak jelas. orderan pembelian yg di batalkan pun tidak ada di history. sehingga tidak bisa mengajukan komplain orderan tersebut. sangat kecewa dengan pelayanan tokped.,positif
149,kok aneh id saya mendadak gak bisa login? parah nih toped habis update ngacau,negatif
150,"Tolong akun saya ke logout di HP & Komputer, coba masuk kembali tidak bisa, di reset ganti password tidak ada email masuk, piye iki jo ijo???? Udah upload kendala belum ada respon masuk email...",netral
151,kembalikan Tokopedia seperti dulu kala buka toko lewat aplikasi Tokopedia seller aja bukan Tokopedia&tiktokshop plis jangan aneh aneh,negatif
152,belanja di tokopedia sangat memuaskan,positif
