,reviews,Prediksi
24,untuk proses pembatalan pesanan sangat lama harus nunggu penjual dulu apalagi nunggu otomatis batal dari sistem kebanyakan penjual kurang responsif dalam membalas chat dan memberikan informasi mengenai barang yang dipesan kalah sih sama shopee dan lazada rating paling buruk pesanan udah seminggu belum juga dikirim mengecewakan sekali Tokopedia mending pake shopee atau lazada yang sat set,negatif
25,mungkin kurirnya saja sih yg kurang sat set. juga ada beberapa toko yg kurang respon saat membalas chat. semoga kedepannya diperbaiki dan lebih menyenangkan lagi belanja online lewat tokped,netral
26,"gajelas di cancel ga ada respon sama penjualnya, mana sistem diam aja tiba"" udah di kirim pas di liat lagi besoknya hadeh",netral
27,aplikasi terlalu banyak makan ram,negatif
28,"ini cs cuman satu kah harus nunggu dulu cs nya bales, udah mah pembatalan harus nunggu confirm dari penjual udah tau penjual gk balas chat dari kapan taun, pembatalan di apps lain lebih cepet loh,",netral
29,pelayanan luar biasa dan mudah dipahami,positif
30,aneh banget kurir dari tokped ngabarin paket mau DTG sore di tungguin depan gang sampai mabgrib padahal Uda di kasih tau alamatnya lewat wa tau nya barang di kembalikan ke tokoh Uda lama nunggu komplain sama aja aduh parah si ini kecewa saya,netral
31,"cs lama bgt no respon, untuk ganti nomor hp susah bgt lama dan ribet pdhl butuh buat pengembalian dana.",positif
32,"kenapa uang di akun dana saya terpotong sendiri oleh pihak toko pedia , padahal saya ngak psan apaÂ² bos, klau bisa upload foto . akan sya upload ini bukti nya",netral
33,aplikasi yang sangat membantu bagus lanjutkan,positif
34,"belakangan Tokopedia banyak seller hantu , barang di display oleh toko llalu konsumen sudah bayar dan siap kirim. tapi seller unistall aplikasi dan membiarkan sampai akhir nya transaksi di batalkan. ini kerugian konsumen karena wajib nanggung biaya transaksi. mohon dengan sangat untuk Tokopedia memeriksa status penjual , apakah masih berjualan atau tidak ? Tokopedia bisa hide seller seler yang sudah tidak aktif agar tidak menyusahkan konsumen yang serius beli.",netral
35,alamat : catatan kurir (opsional) tapi kenapa kalo gak diisi terjadi kendalaðŸ¥²,netral
36,"kecewa banget, sama toko dan sana toko pedia nya, saya beli Hoodie sejak tanggal 3 sampe sekarang belum di kirim Uda bilang ke toko pedia nya tapi respon nya ga banget, terus kata penjual Hoodie nya habis tapi ada checkout an nya gimana coba saya Uda tungguin lama lama Uda tungguin mereka libur tapi ga dapet apa apa, terus juga respon toko pedia nya apa? bantuin saya? enggak, tolong lah kasi solusi",negatif
37,pengirimannya lama banget dah 5 hari blom di kirim kirim tolong min di perbaiki lagi,netral
38,"saldo saya gak direfund padahal sudah lewat batas yang disebutkan, customer servicenya gak pernah bales chat, yang jawab bot terus dengan jawaban yang sama, ditelpon yang angkat juga bot, tidak ada tempat untuk melapor, ini baru pertama kali saya pesan udah kek gini",negatif
39,"Sudah 2 kali pesen barang yg berbeda tidak sampai sampai dan status barang dikirim hilang dari notifikasi, lapor ke penjual disuruh hubungi cs tokped bingung mao lapor gmna sedankan setatus barang dinotifikasi, kok bisa status barang di notifikasi hilang",negatif
40,"Tolong dong ubah sistem pilih kurirnya, walaupun dapet voucher gratis ongkir tapi setidaknya kita bisa milih kurirnya kesel banget sama pengiriman yang lambat. Yang biasanya bisa lebih cepet sehari dua hari di toko sebelah, disini bisa hampir seminggu.",netral
41,"Aplikasi Payah.. Baru Pertama Pakai Tokopedia ternyata bener pengiriman lama.. Co tgl 5, Sekarang tgl 7 masih belum diserahkan ke pihak expedisi (masih di seller)ðŸ¤¦â€â™‚ï¸ kalo masalah harga, memang ada beberapa seller yg harganya miring (murah) sy akuin itu. kalo masalah pengiriman, Oyen yg paling bagus (Tiada Duanya)",positif
42,ongkir nya mahal satu lagi kemarin komplen barang ribet banget njirr.. masa ia ada ongkir nya beda kaya Shopee mana nggak dikembalikan enek,netral
43,"Awalnya Bintang Lima Ganti Bintang Satu, kurir Sblm ramadahan thn 25 sampai syawal recomendasi expedisi ndak sesuai ndak grecep lembat bener hampir 10 toko tempat beli jelek semua masa belum lagi ada kendala barang ilang segala",netral
44,"Tidak disarankan pakai 'kurir rekomendasi' karena pengiriman lama, kesannya itu bukan barang yang harus dikirim dengan tepat waktu. Mohon maaf kalau ada aplikasi yang lebih baik saya bakal pindah, tapi bukan ke aplikasi oren juga!",netral
45,pengiriman terlalu lama sudah seminggu saya tunggu dan masih belum sampai besoknya baru sampai,netral
46,"pelayanan yang baik, dan mudah digunakan",positif
47,"tidak bisa belanja, karena gk mau muncul keranjangnya, aplikasi lemot buka barangnya",netral
48,"Pengiriman di Tokopedia sering lambat dibandingkan Shopee, terutama dengan layanan seperti Kurir Rekomendasi Tokopedia. Perlu peningkatan dalam kecepatan dan keandalan kurir untuk pengalaman belanja yang lebih baik.",positif
49,"Search engine'nya diperbaiki dong , diketik apa , yg keluar apa...",netral
50,"tokopedia memberi waktu sangat lama untuk penjual mengirim barang sehingga untuk pembatalan kadang harus menunggu lama, padahal sedang butuh butuhnya dana tidak bisa ditarik. apalagi kalau kita tidak sengaja check out di toko yang sudah tidak aktif/ aktif hanya menjahili kita, saya sudah berapa hari barang tidak dikirim, chat tidak dibalas tapi dibaca, dan oleh tokopedia care disuruh menunggu. saya memilih toko yang satu kota niatnya agar cepat, malah lama. saya sekarang lebih suka mp sebelah",netral
51,"ganti tu rekomendasi expedisinya ,. jangan kau pake ID express. pengiriman lelet bgt , g jelas resinya , g tanggung jwb kalau barang ilang . respon CS minus juga. apa bagusnya expedisi ID express , orang banyak minusnya masih aj di pake . makin sepi kau pengguna Tokopedia.",netral
52,ngga bisa upload produk di Tokopedia seller.. keterangan selalu params is empty.. maksudnya gimana? penjelasan nya nggak ada... gimana nihh solusi nya?,positif
53,"Dear developer Tokopedia, kalo mau niat aplikasinya lebih maju dibandingkan si oren gampang gausah neko neko, kasih suplai diskon ongkir buat pengiriman, cekek banget ongkirnya kalian, harga murah ongkir cekek padahal mitra ekspedisi sama kayak si oren, inimah ongkir bahkan ampe 20 persen dari harga barang udah gak waras banget, udah 11 12 kayak official web store suatu produkðŸ˜‚",netral
54,makin kesini makin parah barang ga di respon oleh penjual sudah 3 hari minta di batalkan malah harus nunggu sampai nunggu tgl 9 kenapa ga 1 tahun sekalian bikin malas pakai toko pedia lagi,negatif
55,bagus lh tokopedia tpi cod banyak tidak ada dan ongkir terlalu mahal,netral
56,Mudah penggunaan nya dan Sangat membantu ...,positif
57,tolong dibenerin lagi pengirimannya pesen dari dua hari lalu tapi gaada update di proses mulu,netral
58,"Tolong dong itu pihak tokped bilangin sama pihak kurir atau ekspedisi nya jangan lama lama, sudah 5 hari paket saya belum di pick up sama kurir jadinya ya ga jalan tu paket, Biasanya ga gini ini malah lemot banget buat pick up nya",netral
59,kecewa Paylater nya di blok padahal belum pernah nunggak,negatif
60,"tolong pihak tokopedia hilangkan sellerÂ² sampah yang merugikan masarakat, dan dari pihak J&T juga tidak bisa menyaring paket sampah yang di kirimnya.",negatif
61,pengalaman belanjanya menarik,positif
62,"tokopedia sangat membantu utk mencari produk2 secara online, lebih aman",positif
63,"knapa uang di dana saya hangus di ambil ke toko pedia ka pdahal sya gak pesen apa"" .apaa bsa di kembalikan ka",negatif
64,"pengiriman lama asw di toko sebelah kaga perasaan, tolong pengembalian dana nya dibuat langsung otomatis!",netral
65,"baru pertama saya belanja di aplikasi ini produk ga nyampe,entah gimana sistem nya,skor saya di online ko jadi jelek yah, padahal kurir antar k alamat tujuan nya yang sialan,bego ga ketemu alamat saya masa produk belanjaan saya di retur,di kembalikan lagi ke toko,nyampe juga belum ke alamat saya",netral
66,"pengiriman lemot..udah seminggu lebih stuck di kurir ga gerak.. beda sama sebelah, selalu tepat sama estimasi waktu yang ditentukan",negatif
67,pelayan toko sih ok...sYang sekali yg di andalkan ya pengiriman..dan nilai nya jeblok parah total..tolong di perbaiki total,netral
68,"keren toped 1 aplikasi dengan berbagai kemudahan belanja dan pembayaran, kalo bisa saya kasih saran tolong dong buat pelacakan pengiriman di kasih tau posisi yg tepat seperti dalam maps itu aja sih selebihnya oke",netral
69,woi tokopedia saya kena tipu minyak harga nya 90an di kirim nya case hp rugiii tolong perbaiki tokopedia pantes sepi (nama penjual penipu : AYUGROSSIR99) tolong tokped blokir penguna itu merugikannn,netral
70,agak susah ya mau ganti nomor di apk ini..udah mau isi nomor eh gatau nya langsung di aliran kode verifikasi nya ke wa padahal disitu ada pilihan pengiriman kode sms atau wa. langsung otomatis dikirim ke wa.. nomor yg diganti gak ada wa nya.. udah berapa x dicoba gitu juga,netral
71,klo tokkped gak nonaktifin jne bner2 akan merugikan.. paket lama bgt sampe dan lewat estimasi penanganann lambat.. seharusnya pihak jne kena sanksi.. merrugikan.. masa seminggu lebih lewat estimasi gak ada keemajuan tracking..bner2 kecewa ama tokped,netral
72,kurirnya lama ngirimnya di aplikasi sekarang malah dikirim lusa luama kurirnya,netral
73,"Teruntuk Tokopedia Yang Terhormat,Tolong Putus Kerjasama Dengan Pihak Ekspedisi J&t,Karena Eskpedisi Itu Karyawannya Pada Tidak Niat Bekerja,Paket Saya Ditahan Terus Dengan Alasan Nomor Bermasalah,Padahal Nomor Saya Standby Aktif Terus",netral
74,sangat membantu jd ringan biaya tanpa ongkir,positif
75,"Saya co barang, pembayaran pertama gagal terus saya bayar lagi dan berhasil namun riwayat transaksi di tokok pedia tidak ada tapi saldo dana saya berkurang. Kacau banget tokped",negatif
76,gimana si Tokopedia ko kirim barang kurir ga hubungi pelanggan nya kalo mau kirim barang gimana mau ketemu alamat pelanggan nya kalo ga hubungi pelanggan nya hadeh ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸ tambah parah kurir nya ngambil uang pelanggan tapi barang tidak di Terima gimana si Tokopedia lambat tangani ini,netral
77,tolong perbaiki playleter nya tidak bisa dipakai kembali?,netral
78,bagus sih cuman pengiriman nya lama tidak sesuai sama tgl sampai di app harus nya sampai tgl 4 tiba tiba jadi tgl 8 kecewa sih tapi ya gmn terlanjur sekarang juga belum sampai pengiriman lambat bantuan dari tokopedia tidak membantu hampir 9 jam saya tunggu tapi tidak datang datang malh yg datang duluan yg dari Shopee tokopedia lelet,negatif
79,"saya tidak ada masalah sama sekali dengan Tokopedia yang jadi masalah adalah layanan EKSPEDISI ANTERAJA sampah, paket di proses lama bisa berhari hari, hasil rusak , kadang ilang, tolong kalo ekspedisi nya ga bagus ga usah di pake tokped saya sangat kecewa dengan pelayanan nya ekspedisi anteraja, saya memesan barang dengan nominal 5 jutaan barang sampe 2 hari masih belum di picup dan lama sekali sampenya udah kedua kalinya seperti ini, TOLONG JANGAN MAKE LAYANAN ANTER AJA",netral
80,"saya turunin jadi satu bintang,karena proses pengiriman dari toko yg kurang baik,ada yg pengirimannya berputar-putar,ada yg masih diproses atau menunggu kurir alias belum diantar baik membeli barang secara tunai ataupun cash on delivery bahkan sampai melewati batas tanggal estimasi barang belum dikirimkan, seharusnya pihak Tokopedia menegur seller atau jasa pengiriman yang mempermainkan waktu pengiriman,karena saya tau Tokopedia adalah online shop terbesar di Indonesia masa kualitas kurang bagus",netral
81,makin kesini makin sering error,negatif
82,keren sih..baru blanja lagi di tokped..bnyk promo bngt,positif
83,"Customer servicenya tidak merespon disaat genting, penjual juga. padahal saya udah bayar tapi gk dikirimÂ² minta bantuan customer service, tapi tidak ada respon. Terburuk, udah direspon tapi gk menyelesaikan masalah, percuma kalo gitumah. tetap terburuk",negatif
84,"selalu pengiriman nyasar,kaga tepat sasaran",negatif
85,"dari kemaren ngestuck di sortir ga jalan"", nanya ke admin tokpednya noresp. perbaiki lah, masa tokped sesampah ini",netral
86,akan saya kasih bintang 5 kalau sistem penilaian dibikin sendiri sendiri kayak toko sebelah. karena banyak jasa pengiriman yg lelet.mau ngasih rating jelek ekspedisinya tidak bisa karena tergabung sama rating penjual.padahal penjual banyak yg bagus pelayanannya.,netral
87,"aplikasi yang hanya menang tampilan UI doang untuk pelayanan buruk. respon cuman bot doang . sekali nya bales ngaret nya berjam jam gede biaya layanan nya dan terus meningkat kagak bakalan turun paling ngeselin kalo masalah pengembalian barang yang di bikin ribet . untuk penjual jg sama aja kyk aplikasi jualan yg lain, cuman di sini masih banyak yg kgk jujur , pemain tukang tipu",positif
88,"hari ini saya betul2 kecewa, saya ingin membatalkan pesanan, penjual tidak mau membatalkan, saya lapor ke Tokopedia Care ingin dibatalkan, namun Tokopedia tidak merespon, sungguh kejam",negatif
89,ga bisa ngasih ulasan ke penjual complain produk sama pengembalian dana jg ga bisa parah banget mana ongkir nya mahal jauh banget sama toko orange,netral
90,saya tidak merekomendasikan aplikasi ini karena saya transaksi stu barang aja langsung di tolak S&K yang tidak di ketahui alasanya dan saat saya mau cek apa yang saya tidak penuhi dalam S&K saya tidak bisa melihat karena web tidak di ketahui. apakahbegini cara operasi tokopedia?,negatif
91,"aplikasi bagus,,cuma di pengiriman blum punya map untuk melacak pengiriman,dan ongkiry agak mahal,,dan pengiriman lambat,estimidasi terima juga terlalu jauhh,masa sampai 1 bulan,,aplikasi shoppe emang the best,pengiriman pling lama 4 hari ke NTB",netral
92,"ulasan bintang 1 ke 3 ini min, Voucher event tokopedia hilang padahal belum ganti hari, chat CFS dari kemarin sampe pagi ini tidak ada balasan atau sambungan ke CS kalo bisa kirim foto udah di kirim ini bukti bahwa penanganan tokopedia sangat buruk",netral
93,"sekarang ngeri ongkir nya,besaran ongkir dari harga barang nya",netral
94,aplikasi sampah langganan tokopedia plus 6bulan di hentikan tanpa pengembalian dana. uninstall tokopedia uninstall gojek uninstall gopay,negatif
95,"toped terlalu berpihak pd seller konsumen yg sll drugikan. contoh pembatalan order tdk ada opsi alasan krn kesalahan seller misal barang kosong, tdk ada konfirmasi dll. batal otomasi jangka waktunya lama banget bisa 5-6 hari. harusnya ckp 2 hari sj!! makin lama nambah buruk!!",negatif
96,gajelas kdg promo ny gabisa di pakai trs juga udh co malah di batalkan sistem,netral
97,"Akun tokped ku kenapa ya, kok tiba2 banyak barang 18+ yg muncul di berandaku. padahal ga pernah buka aneh-aneh kek gitu. pencarian safe nya udah ku nyalain tapi ttp ada barang dewasa yang muncul. satu2 barangnya udh ku report/tidak tertarik tapi malah makin banyakðŸ—¿",negatif
98,sistem refund nya ribet atau pengembalian dana nya,positif
99,mengerikan refund dana dari tanggal 5 maret sampai sekarang tanggal 5 april belum cair. beli sopi maksimal 3 hari dah cair,netral
100,"pas saya masuk ada spin buat dapetin voucher 250 rb,setelah dapet di suruh buat belanja 1 barang untuk syrat dapetin voucher 250rb,setelah belanja 1barang voucher gada hilang gatau kemana,pembohongan kah,tolong di perbaikiðŸ™",netral
101,"Mengapa Akhir-akhir ini Tidak ada balasan sama sekali, saat saya Chat? Seperti Chat saya tidak bisa dilihat dan dibaca oleh Seller atau Penjual. Hal ini sudah terjadi kira-kira lebih dari 2 bulan. Tolong Normalkan kembali Sistem Chat Tokopedia.",negatif
102,Parah bener . . . di sebelah pengajuan pembatalan menunggu konfirmasi penjual max 24 jam . . . kadang kalo chat operator aplikasi . . . 6 jam udah batal. . . disini 3 x 24 jam . . . mau order ditoko lain takut double order . . . parah bener,negatif
103,"ntah knp setiap input nomor telfon kalo copy paste dari whatsapp selalu 2 nomor belakang hilang. tolong lah buat pihak tokopedia kalo gini kitaÂ² yang itunganny ""lalai"" barang ny ga nyampeÂ² ntah alamat udah bener apa kurang jelas, bisa kali di panjangin batas nomorny, mau ga mau di cancel orderanny untung masih diproses",netral
104,"barusan kurir SMS dan bilang, uang pembayaran belum masuk, bayar lewat ovo, saya jawab bukannya sudah dibayar toko pedia, tidak ada jawaban, mencurigakan, dan saya batalkan pesanan saya, di rubah jangan hanya kurir standar, kargo, ekonomi, same day, instan, reguler, kasih penjelasan, misalnya J&T, JNE, hanya beberapa saja, semua store ada, saya sering debat dengan orang tua, karena paket, sampai ke rumah orang tua, bukan ke saya",positif
105,belanja cepat harga pas,positif
106,hemat cepat free ongkir. mantab.,netral
107,"KECEWA BANGET SAMA TOKOPEDIA.. pesen barang tgl 19 Maret 2025 beberapa jam kemudian ku batalkan (ada ulasan pembeli lain terjadi penipuan) tapi harus nunggu disetujui oleh penjual, padahal barang juga belum dikemas. Aku pantau baru dikirim malam tgl 26 Maret, Saat paket diterima 28 Maret ternyata benar BARANG TIDAK SESUAI PESANAN (PESAN MINYAK SUNCO 1Dus DATANG CASE HP).. langsung lanjut proses retur hari itu, sampai sekarang tgl 5 April 2025 belum ada kejelasan. JAUH LEBIH BAIK SHOPEE & LAZADA",negatif
108,"heraann bgtt setiap beli sesuatu pasti di batalin otomatis,kalau emang karena akun aku baru alesan penyalah gunaan promo atau lainÂ²,gatau ajaa orng no aku yg awal dah kedaluarsa gabisa di pake mau gimana lagi ya bikin akun lagi,ini setiap beli sesuatu di batalin otomatis terus saya harus beli apaa kalau terusÂ² an kek gitu??yaudah sih uninstal aja kalau gaadaa perbaikan atau solusi masalah ini mahh saya pindah aja ke toko oren terus. heran bgt dah",negatif
109,"ini gimana ya tokped, padahal di etalase produk ada tulisan bisa cod giliran di co ga bisa cod tolong dong ini maksudnya apa ya, dan ini di beberapa toko/produk yang beda padahal jelas jelas ada tulisan bisa cod giliran di co ga bisa dan ini sering kejadian terus kadang bahkan error ga bisa di co produknya",netral
110,"Sangat mengecewakan lebih dari 5 tahun saya mengunakan tokopedia, jelas2 saya mengalami penipuan dri penjual tp tokopedia tidak profesional dalam menangani masalah. Hati2 sekarang banyak penipuan di tokopedia dan tokopedia tdak menyelesaikan dengan baik. Saya pesan dari tokopedia dikirim dari shopee tokopedia tdak ada tindakan. Dan membiarkan dan meneruskan pembayaran kepada penjualnya",netral
111,"penjual di Tokopedia kurang gercep untuk mengirim barang, Krn mungkin dari pihak Tokopedia juga batas pengirimannya dibiarkan bebas sampai berhariÂ², harus 1x24 jam batas pengiriman, kecuali toko sedang libur, dan juga chat yg sudah lama dengan toko, ga bisa dihapus, biasanya tekan lama akan muncul pilihan hapus, skrg ga bisa, knp Tokopedia semakin menurun performanya. CS Tokopedia jga sangat lamban, perlu waktu berjamÂ² untuk membalas chat, apaan katanya cs tapi payah",netral
112,"Aplikasi jelek pengajuan penarikan saldo lambat cara kerjanya 3-5 hari, terus kalo org udah ga ada uang LG tapi pengen belanja harus nunggu penarikan saldo duluuuuu payah.",negatif
113,"Pengirimannya lama, udah hampir 3 hari masih dikota sipengirim karna discount gratis ongkir barangnya ga diprioritaskan untuk dikirim, padahal pake yang J&T Express, mungkin kalo dibandingkan dengan toko sebelah yang orange kelas pengiriman hemat tapi ga selambat ini sih 4 hari sampe klopun hemat.",positif
114,"Klo ada kendala tentang jasa kirim tdk ada solusi.Misal barang d kirim tetiba ada notif alamat pembeli tdk d temukan,padahal udah capek belanja dg alamat sama.Kurir tak ada konfirmasi ke WA,sehingga susah buat cek tracking barang.Percuma bayar lebih jasa kirim eh...kurirnya dong2 gk paham area.Terpaksa mundur lagi tgl penerimaan barang.Pikir2 klo mau belanja trus cashless. Proses ribet refundnya,hrus nunggu seller trima/tdk.",netral
115,"sangat cocok, hanya saja tolong diperbaiki bug saat mencari barang di kolom pencarian kadang kata kunci tidak sesuai, padahal sudah di bikin singkat katanya",positif
116,"nyesel gua belanja di sini pengiriman nya terlalu lama,(kecewa).",netral
117,Tokopedia mantaps dengan memberikan berbagai bonus dan discount,positif
118,pengirimannya selalu lama ga kaya oren,negatif
119,"napa sih mau ngaitin ke dana harus pakai nomor yg sama, klarifikasi nya harus pakai wa orang nomor dana aja gak dipakai wa, bikin ribet aja",positif
120,"pembatalan otomatis,sistem paling ampas",negatif
121,"Tolong kurir rekomendasi kasih pilihan ke konsumen, atau jika lebih dari 3 hari tidak di pick-up tolong pindah kurir segera. Jika kurir rekomendasimu tidak bergerak sama sekali untuk pick-up, JADI SEGERA PINDAHKAN KE KURIR YANG LAIN!",positif
122,"bisa g sih ubah kurir rekomendasi berdasarkan pengalaman konsumen? berkali kali berurusan dengan ekspedisi j&t selalu lelet, telat & tidak kunjung diambil oleh pihak ekspedisi, tapi selalu jadi rekomendasi dari tokopedia, bisa diubah ke sicepat/id express, sebagai konsumen saya sangat kecewa berat.",netral
123,aplikasinya bagus lengkap dan mudah,positif
124,apk nggak jelas.. seller di tokped pada turu. orderan q nggak diproses sampe batal otomatis. berkali kali kaya gitu.,negatif
125,anjr makin parah bug nya itu menu pencarian di hapus aja kalau ang gam bisa di gunakan,netral
126,"sungguh membingungkan belanja di sini , dapat vocer banyak giliran d pakai g bisa",positif
127,oke makasih kerja sama nya pokoknya mantap lah,positif
128,tidak di temukan waktu terakhir online penjual nya.. harap di perbaiki lagi,positif
129,kenapa ga bisa upload produk woii,netral
130,kenapa pencarian saya tidak bisa berfungsi seperti biasa?,negatif
131,"Bintang 3 dlu aja, masalahnya selalu di kurir sih menurut saya.. masih area jakarta aja bisa ampe 4 hari baru nyampe barangnya",netral
132,sy kasih 5 bintang walau punya keluhan. Di haris yg sma sy order barang di dua aplikasi yg berbeda .aplikasi sebelah barang sudah sy terima kemarin..yg ini masih nunggu,netral
133,Ada masalah/keluhan langsung ditanggapi dan sekarang bener lagi. Mantap toped ðŸ‘,positif
134,"min kok di menu pencarian sekarang tiap mao ketik barang elektronik udh gak bisa, contoh cari PS4, Xbox, Vape dan sejenisnya udh gak tersedia... why... kenapa harus cari dibrowser sih... ribet banget... pengguna android jadi di susahin begini, dikitÂ² browser, buat apa ada app di android kalo cari yang di inginkan malah di suruh buka pakai browser... aneh... bukanya malah bagus, ini malah sebaliknya... kalah sama shopee",netral
135,sangat mengecewakan saya udh mesan lama barang gak datng uang entah kmn pokok nya jangan pake aplikasi ini buat belanja online mending aplikasi sebelah lebih jelas lebih cepat lebih murah dari pada ini paket gk datang nunggu nya lama uang entah kmn hadehhh,negatif
136,"TOKOPEDIA aku mau ngucapin makasiii buatt tokopedia karnaa banyak bgt diskon murah jadii aku bisa belanja dengan hemat, pliss tokped harus jadi platform online shop nomor 1.ðŸ¤©ðŸ¤©ðŸ¤©",positif
137,yang saya suka dari Tokopedia skrng bayar bisa menggunakan e-wallet seperti dana jadi gak perlu ribet harus top up ke aplikasi lain. untuk kedepannya mungkin UI jangan terlalu diperberat seperti toko sebelah,netral
138,min..per tanggal 04 april 2025 kolom search d tokopedia mobile tidak bisa digunakan. saya coba keyword apapun hasilnya produk tidak ditemukan.,positif
139,untuk soal pengambalian barang sangat rumit dan akhirnya merugikan penjual dan pembeli. saat itu saya diarahkan menggunakan si cepat. ternyata saat saya beli barang nya hancur. dan saat pengembalian barangnya makin hancur dan menghilang. dri pihak tokped tidak mengembalikan secara full termasuk ongkir balik yg saya bayar. ini sama aja penjual kehilangan barang dan pembeli mengalami kerugian dana dan repot nya saat retur. padahal ini kesalahan kurir si cepat,negatif
140,"makin kesini makin buruk aja tokopedia asli pengguna baru tapi gak dapet promo & gratis ongkir udah gitu ketika check out error terus, kalo terus kayak gini lama lama bisa bangkrut kalah sama toko sebelah",netral
