,reviews,Prediksi
14,"usahakan memilih kurir yg bertanggung jwab untuk pengirimannya,,,jangan kaya kurir dari IDX ,yg gk mau ngirim sampai alamat yg tertera,,pdh selain kurir yg lain aman2 aja setiap sya order di tokped selalu sampai alamat.nah ini malah bikin alasana alamat gk ketemu,,tolong lah untuk milih kurirnya mendinv jnt ataj jne.sial jadi tertunda terus pesanan saya",netral
15,"saya tidak bisa upload video di feed kenapa ya? tombol upload hilang, apa saya kena pelangaran atau bug?",netral
16,"biasa beli tembako dan perlengkapannya bs,tp sekarang ga bs.aneh....",netral
17,"awal install emang asik belanja asik. pas tiba tiba lagi butuh butuhnya pampers buat anak. beli lah di tokped. yang dateng casing hp. gimana coba? udah komplen paket udah di return malah balik lagi paketnya. buat tokped toko nipu kaya gitu langsung non aktifin aja lah, udah banyak korbannya kasian. aku udah un install app nya bye.",positif
18,tolong ongkirnya di kurangin dikitlah. masak ongkir lebih mahal dari pada barang,netral
19,"Saya menjadi korban penipuan, barang yang saya pesan tidak sesuai, saya telah return barang tapi penjual tidak mengirim alamat lengkap, saya tidak yakin barang yang saya kirim akan sampai kepenjual, jika barang tidak sampai, uang pengembaliannya tidak akan kembali, saya merasa sangat dirugikan, jika ingin menerima seseorang untuk menjadi seller ditokopedia harap diseleksi ketat, jika tidak akan berdampak sangat buruk ke konsumen, jika konsumen merasa dirugikan, mereka akan meninggalkan aplikasi",positif
20,"kalo terlalu lama di pakai, aplikasi semakin lambat dan slow respon.",netral
21,belanja di tokopedia banyak toko penipuan. beli hp. yg datang sofcase. beli parfum 2 pas di cek d rumah dpt 1. kecewa. tolong di berantas toko yg jahat2,netral
22,"Kalo bisa buat para Penjaga Toko harus lebih aktif juga buat notif para pembeli nya, soalnya tiap saya order suka telat respon, kadang pernah sampai 3-4 Hari baru dibalas sama penjualnya!!!ðŸ˜¡",netral
23,"Min saya mau tanya, saya kan pesan barang di tokopedia pesanan sudah di terima tapi di status pesanan di aplikasi toko pedia masih bersetatus pembeli tidak ada di rumah dan kurir akan kembali padahal barang sudah di terima dan sekarang statusnya kurir akan mengantar kan barang mohon bantuan nya min",netral
24,"terimakasih,, ternyata mudah menggunakan utk belanja dg saldo",positif
25,"banyak toko penipuan, susah mengajukan pengembalian dana karna toko langsung tidak aktif, Tokopedia care nya juga tidak membantu. sekian uninstall..",positif
26,ga bisa di tarik saldonya,positif
27,"mudah gak ribet, banyak diskonnya",positif
28,"1.Pada tampilan sekarang Toko tidak lagi terlihat online, ini menyulitkan pembeli utk chat pihak Toko , pembeli yg chat tidak dijawab ternyata Toko ofline. 2. Notifikasi proses otomatis System juga menjadi kendala jika ternyata Toko tidak online kami menunggu lama dan ternyata orderan tdk dikirim 3. Kaml lebih suka pilih Toko yg terlihat online agar orderan berjalan cepat tanpa harus menunggu tanpa kepastian dilayani atau tdk oleh Toko ybs. # SARAN: BIARKAN TOKO TERLAHAT ONLINE",positif
29,"tokopedia memang buruk !!! saya belanja order sudah 3 hari,sama penjualnya tdk di kirim2.mau saya batalkan harus menunggu persetujuan penjual.sedangkan penjualnya tdk pernah membalas chat saya.dan saya harus menunggu sampai batas waktu"" batal otomatis"" yg jangka nya lama hampir seminggu. saya benar2 sangat kecewa dgn sistem tokopedia ini.bila dibandingkan dgn SHOPEE dan LAZADA sngt jauh,dimana mereka sangat mengutamakan costumer.",netral
30,"tokopedia tidak bisa menjamin produk bermasalah. kami pembeli barang via briva barang ternyata tidak sesuai penjual menerima retur akan tetapi saat barang sampai di pusat penjual tidak ada balasan terkait produk yg sudah sampai pusat. dari pusat akan dikembalikan ke pembeli harus mengirim balik dengan resi ? harusnya di persyaratan seller tokopedia jika mengatur apabila barang yg diretur tidak ada kejelasan dari penjual sampai berminggu"" uang harusnya balik ini. ini uang ga balik",negatif
31,"terus berbenah tingkat lagi , lebih banyakin promo ya bosku",positif
32,sangat mengecewakan layanan tokopedia care.. ada masalah barang tidak sampai tapi di status sudah diterima. sudah komplen dari 1 minggu jawabannya hanya investigasi tanpa tindak lanjut. sudah cek ke jntnya sudah menyatakan barang hilang dan diinfokan ke tokopedia care tetep saja jawabannya INVESTIGASI. susah sekali untuk kembalikan dana ya?,negatif
33,Layanan Tokopedia Care (CFS) sangat jelek TIDAK membantu Hanya chat Bot Robot yang Menjawab. Komplain barang rusak yang saya ajukan ke pihak penjual tak kunjung selesai padahal barang rusak telah saya Retur dan telah di terima oleh Penjual (Bukti dari track lacak system Tokopedia) Namun status di menu komplain tidak berubah Masih menunggu barang Tiba di Tujuan. sementara menu diskusi sudah di tutup oleh Tim Admin Tokopedia ini artinya Tim admin telah cuci tangan. penjualnya juga cuek .,negatif
34,"selalu belanja tokopedia terpercaya, tidak pernah ada masalah.",positif
35,"cuma di Tokopedia,beli pulsa ada biaya layanan.dari awal tahun 2025 sampai sekarang, promo Tokopedia sangaaaat peliiiiit.",netral
36,"aplikasi maling, saya sudah bayar lunas tp barang ga sampe, saya ajukan refund udah sebulan duit saya belum jg dibalikin",negatif
37,"menyebalkan ketika di telpon spam untuk membayar, bayangkan anda sedang bekerja",negatif
38,"akhir2 ini sering banget dioper2 dari kurir si cepat ganti jadi jne, dari jnt ganti jadi jne yang sampainya jadi makin lama. biasanya 2-3 hari sampai, bisa jadi 5-7 hari baru sampai",netral
39,"CS slow respon, barang di komplain lama sekali, dana tertahan lama, uang biaya admin pun tidak balik. beda banget sama toko orange, barang di komplain itu pd saat kita sudah mengirim tanpa menunggu barang sampai kepembeli.dana sudah balik. tokped ngapokin",negatif
40,aplikasi terburuk asli sangat buruk parah,negatif
41,alhamdulillah makasih uang saya terselamatkan dari penipuan. ternyata dari pihak tokopedia bertanggung jawab penuh dari penipuan uang saya udah kembali lagi . asal para konsumen mau bertanya ke admin. sekali lagi makasih adm tokopedia jadi saya tidak ragu lagi beli di tokopedia.,positif
42,"pelayanan CS terhadap retur sangat buruk, saya ditipu oleh penjual,dia jual hp, tp dikirim softcase,barang proses kirim retur,tetapi penjual pakai alamat palsu dan nomor telp. palsu...tapi tokopedia tidak member solusi ke sy, malah melepas dana ke penjual...cukup sampe sini aja pakai Tokopedia, shopee jauh lebih baik",negatif
43,"Kurir rekomendasi pengirimannya parah ,selalu di over2 alhasil jadi lama , sharusnya 2 - 3 hari nyampe jadi 1 minggu, beda sama toko orange gratis ongkir bisa pilih jasa pengiriman,lama2 bakal kaya BL ni di tinggal pelanggan, tolong di benahi lagi kalau pingin maju",netral
44,"duluan kenal aplikasi ini ketimbang shopee, tapi jauh lebih berkembang sebelah, Krena ni aplikasi pelit, ongkir selangit tapi pengiriman super lelet, iya aja karna sebelah dibatasi untuk hobby, kalo ga yakin ga akan ada belanja disini",netral
45,fitur pelacak kurang baik harus seperti Shopee ada produk tidak dijual shopee ada di tokped ðŸ‘ pelacakan mengecewakan,netral
46,simpel mudah di pahami,positif
47,"apaan nih, Tokopedia saya pesan barang dari kamis sampai hari ini Rabu minggu berikutnya masih belum sampai. biasanya 3 hari sampai kalau pake shopee pengiriman dari jakarta. ini sudah 7 hari masih di Jakarta saja. saya order 2 barang, ya gitu, yang satunya statusnya menunggu dijemput kurir, tapi nunggunya sampai 2 hari. payah sekali, sangat tidak recommended pakai tokopedia kalau barangnya butuh cepat. pesanan tidak bisa dibatalkan pula. tolong ini lah, jadi kecewa.",netral
48,buat Tokopedia yang aneh..... wifi normal... paket data ada.... buka YouTube lancar.... eh pas kirim bukti bukti paket tertukar kok ga bisa ...... saya udah nyoba dari malam jam 8. malam tgl 29-4-25sampe shubuh jam 5 tgl 30-4-25....tetep ga bisa diupload. sampe pusing kepala karena kurang tidur.,negatif
49,mempermudah belanja online,positif
50,"fitur reksadana di tokopedia menurut saya ada unsur penipuan, saya sudah invest kan uang saya, kemudian sudah menjadi unit, dan ditampilkan keuntungan harian namun hanya masuk 1 x dalam 2 hari, sangat mengecewakan",netral
51,"ada kurangnya sih, ada bagian seller bandel tuh yang ngeselin naro barang tuh nyatu, kayak misalnya monitor, kenapa gak dipisahin gitu sesuai variasi, kenapa ada kaki monitor di produk monitor? kenapa ada produk monitor yang beda ukuran dan merk, oke lah kalo bagus semua kondisinya, bayangin ngeliat monitor bagus 200k yang bagus dibagian 500k, yang 200knya ampasðŸ˜®â€ðŸ’¨",positif
52,kenapa saya ga bisa masuk diskusi menanyakan barang tersedia apa tidak nya jadi susah mau order,negatif
53,bintang 4 dulu..... tingkatin agak lemot topet laennya oke,netral
54,"penarikan dana saldo tokopedia lama sekali sampe sekarang belum masuk, padahal kita seller perlu dana cepat untuk membeli lagi barang....",negatif
55,"tolong dong kembaliin duit gw yg udh gw transfer ke pihak tokopedia. karna barang yg gw pesen kaga datang2 jg, udh 3 hari kaga datang2 paket gw. ini melakukan penipuan atau gimana ni? klo bsk ga dtg jg barang yg gw pesen, TOLONG BALIKIN DUIT GW !!! GA MAU TAHU GIMANA CARANYA... POKOKNYA BESOK HARUS BALIKIN DUIT GW.",positif
56,terlalu bnyak aturan yg gak penting .seller mau jualan aja dibikin susah sulit dan bnyak potongan,negatif
57,"saya heran 3 hari bertrut2 saya laporan ke Tokopedia cs tkopedia care tapi gk pernah ada tanggapan gk pernah blsan,, pelayanan Tokopedia ko jadi jlek begini padahal costumer lagi kena musibah akun ada yng hak tapi laporan gk pernah ditanggapi tolong perbaiki peyanan",negatif
58,Menu Kebanyakan Fitur bikin HP Lag tapi banyak Oknum Nakal. Masa iya saya pesen barang lewat Kurir Rekomendasi Tokopedia Status nya udah selesai dan barang terkirim dan sudah di terima yang bersangkutan tapi saya belum terima barang. Saya lihat bukti pengiriman malah foto asal - asalan...! Tolong di tindak lanjuti dong Kurir Rekomendasi yang Nakal macam itu. Buat Pelanggan kesel aja. Meresahkan sekali...!,negatif
59,"kena tipu toko,chat Tokopedia care malah ga ada jawaban..lapor modus penipuan mlh notif kendala belum bisa di proses terus smpe sejam ..kecewa,pdhl dulu sering pake tokped,nanti bkalan lgsg uninstal !!",negatif
60,agar ditingkatkan bonus/discon setiap produk dan memudahkan retur bagi para konsumen,positif
61,"wes kapok gk akan order di apk ini lagi...banyak toko/seller nakal...pengajuan klaim jg ribet dan hanya menguntungkan penjual...bagi yg lainnya...HATI2 ORDER DI APK INI.....uang sy banyak yg gk kembali saat pengajuan klaim...alasannya nunggu barang diterima penjual...gmna mau ditrima,sdngkan alamat penjual hanya tercantum kota aja...toko jg gk bs dihubungi...saatnya uninstall",positif
62,saya mau tokopedia batalin transferan saya ke gopay..saya tuh masi ada dana di tokopedia kl kita ga jd beli kn dana kita di kembalikan...nah mksd saya tadi pagi..sya transfer ke gopay lah kok malah pending sampe skrg..kl itu batalin aja balikin lg uang saya ke tempatnya dana di tokopedia,negatif
63,"kenapa setiap mau return barang selalu di persulit,pdhal barang yang di kirim tidak sesuai,sangat kecewaaaaaa",positif
64,beberapa harga masih bisa bersaing,positif
65,kapok pake aplikasi ini ketipu sma penjual tapi tidak ada tanggapan cepat dri tokpednya udh males pokoknya uninstall ajalah,positif
66,pengiriman cepat...tapi kurirnya yg nakal dan gak sopan,positif
67,penggabungan akun malah ga bisa upload produk dan jualan dampaknya kerugian...,netral
68,"saya beli paket data menggunakan saldo gopay, ternyata transaksi gagal dan statusnya saldo sudah di kembalikan ke gopay. nyatanyaa saldo saya belum di kembalikan!! saya lapor cs yang jawab cuma BOT!",negatif
69,licik. pasang harga fiktif.. pas mau di check out promonya hilang awokawok,negatif
70,"proses pembatalan ribet, ga semudah lazada",positif
71,"promo jaman sekarang kebanyakan gak menarik ya. paling harus nunggu tanggal kembar dulu atau hari besar. niat hati pengen hemat tapi, begitu liat flash sale dan sejenisnya apa yang di tawarkan ternyata gak sesuai harapan. belanjanya makin gak seru.",positif
72,tidak bisa mengatasi masalah banyak toko penipu,negatif
73,"apk gblok, ajukan komplain aja ga bisa mana barang ilegal dijual bebas nk apk ini yg kek gini aja masih bisa jualan bebas, yg sembunyi sembunyi malah ketangkep kocak emang",positif
74,market online paling busuk ga bisa menangani permasalahan customer dengan jelas admin Tokopedia hanya minta kita menunggu dan menunggu tanpa adanya kejelasan dari kasus yang kita hadapi sangat tidak di rekomendasikan untuk belanja di sini lagi boleh di contoh seperti shoope kalo ada masalah yang pertama di sarankan adalah dana si customer harus balik dulu dalam 24 jam ini Tokopedia sampai 1 Minggu hanya untuk menunggu saja.,negatif
75,"Setelah lama akun gak login, pas login malah data transaksi yang duluÂ² hilang sama wishlist, toko yang diikuti juga hilang padahal itu berguna banget buat pengguna biar nyari barang yang diinginkan gak susah, ini malah hilang semua, mau download data pribadi tapi panduan di aplikasinya masih aplikasi yang lama, sedangkan pengguna udah pake aplikasi baru, ini gimana Tokopedia??? Hadeeeh",negatif
76,"Alhamdulillah, Selama Menggunakan Aplikasi belanja online ini , menjadi lebih mudah dalam membeli barang barang yang di inginkan, dan cepat sampai Paket nyaðŸ˜Š Terima Kasih Tokopedia, & Terima Kasih Untuk Seller, & Terima Kasih Untuk KurirðŸ™...",positif
77,saran aja kalau bisa ....di pencarian di tambahkan menu pencarian menggunakan gambar supaya lebih gampang,positif
78,kurir ninja Xpress gak bagus banget....lama banget sampai barangnya.... tolong dong admin di cek untuk kurirnya saya pesen tanggal 21 terus tanggal 22 udah di pic up oleh ninja Xpress tapi sampai tanggal 29 barang belom sampai sedangkan perkiraan barang sampai tanggal 23/24....apakah dari Tambora ke Jakarta Selatan harus perlu waktu seminggu lebih untuk antar barangnya.....gak jelas jadi males belanja lagi di Tokopedia.... maaf admin kalo kaya gini terus saya gak mau lagi belanja di Tokopedia,negatif
79,"gimana cara pengembalian barang soal nya alamat toko nya tidak jelas , saya beli barang di toko tersebut tidak sesuai deskripsi mau pengajuan pengembalian barang di tolak ekspedisi karena alamat toko tidak lengkap",negatif
80,"Parah pelananan tokopedia sekarang, kenyamanan belanja sangat kurang, ketika terjadi masalah di transaksi dimana barang yang dikirim rusak dan saya ajukan pengembalian - admin pusat resolusi tidak merespon sama sekali , sebagai pembeli sangat kecewa dan takut belanja lagi",positif
81,"tokopedia ini emang benar"" kelewatan. mosok beli dua barang hari ini, pengirimannya beda2. pada hal aku pakai sam day dan satu toko. as kruk dan laher. yg dikirim pakai sam day malah lahernya aja. yg kruk as dikirim pakai jne kan aneh. ini benar2 kelewatan tokopedia. pada hal mau di pasang hari ini mau dilembur sama bengkelnya. kelewatan",netral
82,"pengiriman lemot, order dr garut, sampai 10 hr barang msh dilokasi pengiriman garut. blm kluarÂ² dr gudang pengiriman.",negatif
83,"pesanan saya sudah 3 minggu belum sampai, padahal estimasi 3-4 hari sudah sampai, sudah ajukan komplain tapi belum bisa meyelesaikan masalah",negatif
84,"pelayanan costumer carenya lama, dana refund kepending hampir 4 hari, belum ada tanggapannya juga, semua data yg diminta sudah di kirim seperti ktp, bukti transaksi, nomor rekening, pergantian pin dan pasword akun. tapi masih blm ada tindak lanjutnya",negatif
85,tarik dana terlalu lama proses nya... nda jelas solusi nya dari toko pedia...,netral
86,punya saldo Tokopedia kurang dari 50rb. tapi ngga bisa dipake checkout split payment saldo Tokopedia+transfer bank/gopay. payah,negatif
87,pd menu/halaman transaksi indikator bahwa barang 'dikirim' tidak muncul.,netral
88,"Asuransi belum di ganti sudah berbulan bulan, pas td mau ngecek lagi status nya sekarang malah hilang.. bingung harus gimana, ejg lebih ilang gt aja.. berasa di rampok,..",negatif
89,"kena penipuan sama orang yg kerjasama toko pedia, tokopedia dan ramp parah bgt",netral
90,"transaksi gagal, malah tetap bayar!",negatif
91,"toped kenapa sekarang layananmu semakin parah?? gratis ongkir dan tidak sama saja.. doble doble? pencarian error tak sejujur dulu. urutan harga di toko terendah tertinggi dan terbaru acak acakan, stok habis dan tidak tumpang tindih.. aduuhb",negatif
92,"Pernah punya akun Tokopedia lengkap dengan email. Berhubung no hp sempat hilang, dan saya buat lagi. Mau daftarkan email yg sebelumnya malah tidak bisa. Ya terpaksa uninstall Tokopedia, pake aplikasi sebelah. Costumer service nya tidak ada, chat dari jam 12.58 di balas jam 17.56. Sudah gitu jawab nya asal. Tdk sesuai yg di tanyakan",negatif
93,fitur chat sama cs sampah kalo emng ngga ada cs nya hapus aja fitur itu ngga membantu sama sekali,netral
94,tolong dong perbaiki iklan tokped di google trs situs2 tertentu Kya komiko saya sangat berasa kaya di spam secara paksa masuk app tokped padahal app bagus cuman gara gara itu saya hapus instal hapus instal ujung ujungnya beli ke yg lain ðŸ™„,netral
95,"Kolaborasi & integrasi Tokopedia, Gopay dan Bank Jago sepertinya masih setengah hati. Sbg contoh: Gopay di aplikasi Tokopedia hanya bisa cek saldo belum bisa transfer atau lainnya. Apalagi bank jago jangankan transfer, cek saldo pun belum bisa. Jadi harus buka aplikasi masing-masing. Saran & masukan: Semoga Tokopedia, Gopay & Bank Jago bisa terintegrasi penuh seperti Shopee, ShopeePay & Seabank yg benar-benar terasa seamless, benar-benar menyatu sempurna bisa digunakan dalam satu aplikasi",negatif
96,"baru pembayaran, dibatalin sistem.. okelah gpp, tp pembayaran masuknya ke saldo refund, bukan ke rekening asal ðŸ¤¦ yaudahlah, masih gpp.. tapi kalo mau narik saldo refund ke rekening musti bayar admin 2900, okelah masih gue terima.. tapi penarikan minimal musti 50k yaelah.. udh ga jadi order, yg batalin juga dr pihak toped, mau ambil uang balik aja di ribetin segala.. kalo mau ngrampok itu jadi polisi sana.. pake modus imingÂ² vocer sgala.. helehhh apk ga guna",negatif
97,saran aja kasih pelajaran kak buat seller toko yg di chat gmau bales sama juga hilangin buat toko yg jual produk tpi gda kejelasan di deskripsi nya,negatif
98,tokopedia kok lebih mahal ya dari shopee? makanya sekarang udh mulai sering order lewat shopee karena harga barang yg sama lebih murahan di shopee,positif
99,"jadi gini sodara aku kan daftar tokped dapet dsc 30k atau 40% pembayaran karena ngerasa tokped bagus dia rekomendasikan kepada sanak saudara nahh setelah itu ternyata sy dan sodara sodara yang di beri rekomendasi downloat lah eh tapinya ga bisa pakai vochernya, diutak di atik ternyata kemungkinannya dari alamat yang pernah mendapatkan vocher tsb sama, pembayaran no pemilik rekening sama atau hal lain gatau juga tapi yah minimal nih kalo beda hp harusnya vocher bisa di pake dong,",netral
100,"Tokped makin lama pelayanan makin ga bagus,biaya layanan makin ngadiÂ²",netral
101,"ngebug aja terus, sekarang tiap ulasan, upload foto pasti error",netral
102,"Kecewa, langganan tokopedia plus malah pesanan sering ditolak. Sebelum langganan tokopedia plus lancar"" saja. Para pelanggan saya rekomendasikan untuk mempertimbangkan kembali apabila ingin menggunakan fitur TOKOPEDIA PLUS...",negatif
103,"paket ga nyampe nyampe udah satu bulan, udah lewat estimasi pengiriman masih aja suruh nunggu, bisa kerja ga team tokopedia?",netral
104,pesanan gua katanya udah di terima padahal gua belum nerima pesanan gua dari tanggal 15 sampai tanggal 28 gua nunggu belum ada pengembalian dana dari pihak Tokopedia,negatif
105,Harga barangnya murah dan berkualitas premium.,positif
106,"susah banget terhubung ke customer service tokped, beda dengan shopee",negatif
107,"jelas jelas akun penipuan mau minta pengembalian dana aja dipersulit,padahal udah jelas bukti udah dikirimkan masi aja dipersulit ga kaya aplikasi oren yang bila ada kasus barang beda minta pengembalian dananya sangat mudah",negatif
108,"Skrng di aplikasi tdk tersedia slot "" pembatalan "" jd klo salah beli tdk bisa batal. Bnyak penjual yg tdk ready brng sampai dibatalkan sistem. tlng di cek tokoÂ² seperti ini.",netral
109,Tokopedia kenapa tidak terprogram pencarian produk melalui gambar atau pun foto biar lebih mudah untuk membeli produk nya. tolong di program pencarian produk lewat gambar atau pun foto. karena di tokopedia lebih banyak produk yang asli di bandingkan toko on line lain nya.,positif
110,"Krain gua ya bakalan aman belanja ditokped, ternyata sama ajah, nama nya penipuan admin nya ngga bisa bantu apahÂ²",positif
111,"sepertinya tidak pernah ada kontrol dari perusahaan terhadap para penjual kepada pembelinya, karena saya sudah 2 hari membeli barang tapi tidak ada tanggapan apapun dari penjualnya padahal sudah chat, saya tidak butuh pengembalian uang karena sudah rugi biarpun nominalnya tidak seberapa, tapi saya hanya butuh kepastian apakah barang saya ada atau tidak, karena perusahaan anda masih menampilkan bahwa penjual ini masih aktif. sangat buruk pelayanan dan respon perusahaan anda",positif
112,"baru belanja 2x udah kena tipu aja sama penjual.. harusnya di seleksi dlu para penjual yg ada.. giliran mau retur susah banget.. yg gagal terus upload bukti, yg kurir pick up cancel, malah suruh kirim barang retur secara manual, mana tempat pengiriman adanya jauh.. sya irt punya bayi gk bsa di tinggal suami jauh, sya blanja online untuk mempermudah, ini mlah mempersulit jadinya.. udahlah akhirnya di iklasin aja uangnya yg udah masuk..",negatif
113,Ekspedisi Dan Pelayanan Kurirnya Buruk. Konfirmasi hanya Via Pesan... Di email pun tanpa pemberitahuan barang mau Diantar. Tiba-tiba sudah Di Retur Harusnya ada penilaian Untuk Kurir dan Ekspedisinya. sama seperti di S. disamping Konfirmasi By Call juga Email sudah diberitahu dan ada penilaian buat Kurir dan Jasa Ekspedisinya.,netral
114,"Seller di tokped rata rata slow respon kalau di chat,beda kaya aplikasi sebelah yang gercep. jadi males mau beli barang disini",netral
115,Kalo pake free ongkir engga bisa tracking di web expedisi dan pengiriman lamaa,netral
116,"min sejak tokped pakai virtual akun ko rekening gue jadi susah TF ya, padahal ke shopee lancar2 aja meski sama2 virtual akun",netral
117,"saya rubah bintangnya karna baru nemuin masalah sama barang yang saya pesan dan terlalu ribet untuk pengajuan komplain,sudah saya ikutin alur pengembalian barang malah rugi banyak masalah juga tidak terselesaikan.kapok pakai dah belanja di sini",positif
118,sudah komplen ke tokopedia care tp gak ada solusi.. yang balas robot. nama akun seller penipunya IDEAME.ID atau golden house.official.. saya punya buktinya kalau mau diusut!!,negatif
119,"pertama kali melakukan transaksi pembelian melalui sistem COD baik"" saja. namun setelah beberapa hari saya ingin melakukan transaki COD kembali, tiba"" tidak bisa dongg + Sistem PLUS di hentikan dan COD nya pun ikut tidak bisa pula. mending saya hapus data permanen saja karena tidak ada tanggapan dari CS nya lansung untuk menjelaskan yg sudah saya tunggu begitu lama. dan uninstall aplikasi ini. terima kasih",netral
120,Fitur Filter tidak akurat,netral
121,"saya pengguna baru tokped, pengalaman pertama buruk ekpedisi oper2 tidak jelas, datang telat, tidak bisa kasih rating epkedisi kek shopee, sekarang pket order tgl 19-27 april status proses gudang trus cuma jam brubah, ekpedisi NXR, ksian tkonya bnyak yg ksh bintang 1 pdhal slah kurir",netral
122,"Saya jadi males pake Tokped, gopay maupun tiktok. Gopay later di Blokir, Tiktok Paylater belum pernah dipake limitnya tibaÂ² sama ke blok. Gopay Pinjam tibaÂ² gabisa cairin lagi. Semua dengan tanpa alasan, padahal belum pernah saya terlambat bayar seharipun. JanganÂ² kedepannya TOKPEDCARD saya ke blok juga deh, jadi saya stop memakai PRODUK ANAK BANGSA ini soalnya gajelas saya rasa kesiniÂ². Thanks sebelumnya",negatif
123,ini kenapa ya kok harus login lagi? riwayat transaksi hilang dan daftar keranjang juga,negatif
124,"maaf,,untuk saat ini saya kasih rating 1 karna saya udah 3x kena tipu di sini... 3x order tapi barang tidak nyampe sesuai pesanan...tolong di cek kembali penjual yang suka menipu",positif
125,"aneh pembayaran tagihan wifi tidak bisa masuk, harus di jam kerja baru bisa masuk pembayaran nya. udah 1 hari di proses terus, tau gitu ga bayar disini",positif
126,"Mantap tokped memang beda, banyak promonya...",positif
127,"aplikasi aneh mau bayar transaksi gagal Mulu, mending instal shoppe",netral
128,"sebagai seller sangat dirugikan krna proses pencairan lama.. dan klo ada komplain sangat slow respon sampai berhari"".. kapok jualan disini.. mending ditoko oren",negatif
129,saya kecewa sama aplikasinya saldo dana saya kesedot tokopedia gak jelas sedangkan saya gak ada hubungannya sama aplikasinya. Dan sebelumnya gak pernah daftar akun Tokopedia,negatif
130,"kalau bisa update nanti tambahkan fitur hapus daftar transaksi yang sudah selesai, sehingga daftar transaksi yang selesai tidak menumpuk dengan daftar transaksi yang baru, untuk aplikasi udah bagus banget.",positif
131,"Pihak tokopedia tidak bertanggung jawab, fitur-fiturnya terkadang bermasalah membuat uang mubazir",netral
132,"Kenapa Playlater kami tdk bisa dipakai pembayaran selalau tepat waktu, sebelum tgl jatuh tempo sudah dibayar, pas mau dipakai tdk bisa. Kalau seperti lebih baik saya tutup dan pindah ke kompetitor lain aja.",negatif
133,tokopedia memang bagus tokonya akurat. barang2nya asli,positif
134,"parah barang return di bikin ribet, banyak toko penipuan",positif
135,"Keren aplikasinya. Belanja lancar dengan sistem pembayaran yang menyesuaikan dengan kebutuhan konsumen, memuaskan! Tokopedia..... Jaya...Jaya...Jaya.....",positif
136,"sekarang tokopedia carenya engga secepet dulu, udah lama jawabnya, engga ngasih solusi juga",netral
137,"kita beli barang, yg membatalkan pengiriman sistem, tp saat pengembalian dana, uang nya kurang ðŸ˜Œ, saat di cek harha ongkir tidak dikembalikan. PARAHHHH",negatif
138,tidak tanggap dalam mengatasi masalah pengembalian dana. terlebih masalah dengan seller yg red flag dan tidak jelas. sehingga menimbulkan penguluran waktu dan informasi yg tidak jelas juga.,negatif
139,"customer care gk fungsi, admin lama, produk di batalkan tidak bisa padahal baru checkout lalu mau ganti karena salah pilih produk, bintang 1 banget",positif
140,"toko bermasalah dibiarkan, pengembalian dana lama, ruwet, lapor tokopedia care juga tidak gercep respon, sangat mengecewakan, tidak seperti platfoam lain yang cepat dalam pengembalian dana refund.",positif
